"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"1432","1A1432","Directores y gerentes de empresas de comercio al por menor","",5,"143","Los directores y gerentes de empresas de comercio al por menor planifican, organizan, coordinan y controlan las actividades de los establecimientos de venta de bienes al por menor. Son responsables de los presupuestos, la dotación de personal y la orientación de la explotación de las tiendas o de las unidades organizativas existentes dentro de las tiendas que venden tipos concretos de productos.

Nota: Los directores y gerentes de empresas de comercio al por menor suelen estar empleados en establecimientos relativamente pequeños en los que no hay una estructura jerarquizada de directivos. También se clasifican en este grupo primario los gerentes de grandes establecimientos al por menor, como supermercados y grandes almacenes, aunque en esos establecimientos haya una estructura jerarquizada de directivos y supervisores. En cambio, los directores generales de grupos de establecimientos como supermercados o de cadenas de grandes almacenes deben clasificarse en el grupo primario 1120, Directores generales y presidentes ejecutivos.
Los comerciantes propietarios de pequeñas tiendas en las que la gestión y supervisión del personal no son un elemento significativo del trabajo se clasifican en el grupo primario 5300, Comerciantes propietarios de tiendas.
El personal que controla y dirige las actividades de los dependientes de tiendas y almacenes, operadores de caja y otros empleados, pero que no tiene la responsabilidad de definir la combinación de productos, fijar los precios, elaborar los presupuestos y los niveles de dotación de personal, y seleccionar y contratar a éste, se clasifica en el grupo primario 5210, Jefes de sección de tiendas y almacenes.

Entre sus tareas se incluyen:

- definir la combinación de productos, los niveles de existencias y las normas de servicio;
- elaborar y aplicar políticas de compras y de comercialización, y fijar los precios;
- promover y publicitar los bienes y servicios de los establecimientos;
- mantener registros de los niveles de existencias y de las operaciones financieras;
- ocuparse del presupuesto del establecimiento;
- controlar la selección, formación y supervisión del personal;
- velar por el cumplimiento de los reglamentos sobre salud y seguridad en el trabajo.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Gerentes de comercios al por menor
- Gerentes de supermercados
- Gerentes de establecimientos de alimentación
- Gerentes de tiendas","Ocupaciones afines no incluidas en este grupo primario:

- Directores de cadenas de supermercados o grandes almacenes, 1120
- Directores comerciales y de ventas, 1221
- Gerentes de comercios al por mayor, 1431
- Jefes de sección de tiendas y almacenes, 5210
- Dependientes en tiendas y almacenes, 5220 
- Comerciantes propietarios de tiendas, 5300","","SI","","AYUDACOD_CNO11"
"15","1A15","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes","",3,"A","","","","","","AYUDACOD_CNO11"
"150","1A150","Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes","",4,"15","","","","","","AYUDACOD_CNO11"
"1501","1A1501","Directores y gerentes de empresas de actividades recreativas, culturales y deportivas","",5,"150","Los directores y gerentes de empresas de actividades recreativas, culturales y deportivas planifican, organizan y controlan las actividades de establecimientos que prestan servicios deportivos, artísticos, teatrales y otros recreativos y de ocio.

Entre sus tareas se incluyen:

- planificar y organizar la variedad y combinación de los servicios de entretenimiento, de ocio y culturales y de los programas de gimnasia y de deportes que vaya a ofrecer el centro;
- velar por que las instalaciones se mantengan limpias y en buen estado;
- mantenerse al tanto de las nuevas tendencias y cambios en las artes creativas y organizar producciones teatrales y actuaciones de bandas y orquestas;
- asesorar sobre las instalaciones disponibles y publicitar los actos, espectáculos y actividades;
- comprobar y custodiar los recibos de caja y hacer comprobaciones regulares de las existencias;
- establecer y gestionar presupuestos, controlar los gastos y asegurar la utilización eficiente de los recursos;
- planificar y dirigir el trabajo diario;
- controlar la selección, supervisión y rendimiento del personal;
- velar por el cumplimiento de los reglamentos sobre salud y seguridad.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Gerentes de parques de atracciones
- Gerentes de parques temáticos
- Gerentes de salas de billar o de juegos
- Gerentes de casinos
- Gerentes de salas cinematográficas
- Gerentes de escuelas de equitación
- Gerentes de centros deportivos
- Gerentes de salas teatrales","Ocupaciones afines no incluidas en este grupo primario:

- Gerentes de galerías de arte, 1329
- Gerentes de museos, 1329
- Gerentes de bibliotecas, 1329","","SI","","AYUDACOD_CNO11"
"1509","1A1509","Directores y gerentes de empresas de gestión de residuos y de otras empresas de servicios no clasificados bajo otros epígrafes","",5,"150","Se incluyen en este grupo primario los gerentes que planifican, dirigen y coordinan la prestación de servicios y que no están clasificados en el subgrupo principal 13, Directores de producción y operaciones, ni en el subgrupo principal 14, Directores y gerentes de empresas de alojamiento, restauración y de comercio, ni en el grupo primario 1501, Directores y gerentes de empresas de actividades recreativas, culturales y deportivas. Se incluyen aquí, por ejemplo, los gerentes de agencias de viajes, centros de conferencias, centros de contactos y centros comerciales.

Nota: Se incluyen en este grupo los gerentes de empresas o departamentos de servicios de gestión de residuos, tales como la recogida de residuos o la descontaminación. Los gerentes de empresas o departamentos de tratamiento, eliminación y valorización de residuos se recogen en el grupo 1313 Directores de las industrias manufactureras.

Nota: Se excluyen de este grupo primario las ocupaciones que implican la gestión de la prestación de servicios profesionales o técnicos especializados y que exigen cualificaciones especializadas y la experiencia correspondiente en una o más de las ocupaciones clasificadas en el gran grupo 2, Técnicos y profesionales científicos e intelectuales, o en el gran grupo 3, Técnicos; profesionales de apoyo. Estas ocupaciones gerenciales se clasifican en varios grupos primarios dentro de los subgrupos principales 12, Directores de departamentos administrativos y comerciales, y 13, Directores de producción y operaciones.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Gerentes de empresas de recogida de residuos
- Gerentes de empresas de descontaminación
- Gerentes de agencias de viajes
- Gerentes de centros de conferencias
- Gerentes de centros de contactos
- Gerentes de centros comerciales","Ocupaciones afines no incluidas en este grupo primario:

- Gerentes de empresas o departamentos de tratamiento y eliminación de residuos, 1313
- Gerentes de empresas o departamentos de valorización de residuos, 1313","","SI","","AYUDACOD_CNO11"
"2","2","Técnicos y profesionales científicos e intelectuales","",1,"","","","","","","AYUDACOD_CNO11"
"B","2B","Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza","",2,"2","","","","","","AYUDACOD_CNO11"
"21","2B21","Profesionales de la salud","",3,"B","","","","","","AYUDACOD_CNO11"
"211","2B211","Médicos","",4,"21","","","","","","AYUDACOD_CNO11"
"2111","2B2111","Médicos de familia","",5,"211","Los médicos de familia (incluyendo los médicos familiares y de atención primaria) diagnostican, tratan y previenen enfermedades, lesiones y otros trastornos físicos y mentales. Estos profesionales mantienen el estado de salud general de las personas aplicando principios y procedimientos de la medicina moderna. No limitan su práctica a determinadas categorías de enfermedades o métodos de tratamiento y pueden asumir la responsabilidad de la prestación de atención médica continuada y completa a personas, familias y comunidades.

Nota: Las ocupaciones incluidas en este grupo primario requieren estar en posesión de una Licenciatura Universitaria en Medicina más la formación clínica de postgrado, o equivalente, requerida para el ejercicio de las competencias. Aunque en algunos países médico general o de familia puede considerarse una especialidad, esta ocupación debe clasificarse siempre aquí.

Entre sus tareas se incluyen:

- realizar la exploración física de los pacientes y entrevistarlos, a ellos y a sus familias, para determinar su estado de salud;
- encargar análisis de laboratorio, radiografías y otros procedimientos diagnósticos; analizar los resultados para determinar la naturaleza de los trastornos o enfermedades;
- prestar atención médica continuada a los pacientes, prescribiendo y administrando tratamientos curativos y medidas preventivas; 
- realizar el seguimiento de éstos; asesoramiento sobre los mismos;
- realizar intervenciones y otros procedimientos clínicos;
- aconsejar a las personas, familias y comunidades sobre salud, nutrición y estilo de vida que contribuyen a la prevención o el tratamiento de enfermedades y trastornos;
- suministrar a los pacientes y a las familias las referencias clínicas requeridas para el tratamiento especializado en hospitales, centro de rehabilitación u otros tipos de centros salud;
- identificar, gestionar y suministrar referencias clínicas relativas a complicaciones antes, durante y posteriores al nacimiento;
- recoger la información e historia médica de los pacientes e intercambiar información con médicos especialistas y otros trabajadores de la salud que permitan una atención medica continuada;
- certificar nacimientos, muertes y enfermedades de declaración obligatoria a los organismos públicos de acuerdo con normativa legal y profesional;
- realizar investigación sobre la salud de las personas y los servicios médicos; difundir los resultados por medio de informes científicos o similares;
- planificar y participar en programas diseñados para prevenir la aparición y propagación de enfermedades comunes.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Médicos de cabecera
- Médicos de familia
- Médicos internos residentes especializados en Medicina de Familia y Comunitaria","Ocupaciones afines no incluidas en este grupo primario:
 
- Médicos especialistas, 2112
- Cirujanos, 2112
- Médicos internos residentes especializados (distintos de Medicina de Familia y Comunitaria), 2112","","SI","","AYUDACOD_CNO11"
"2112","2B2112","Otros médicos especialistas","",5,"211","Los médicos especialistas incluidos en este grupo primario (en el que se excluyen los médicos de familia) diagnostican, tratan y previenen enfermedades, trastornos, lesiones y otros trastornos físicos y mentales de las personas. Para ello utilizan técnicas de pruebas médicas, quirúrgicas, físicas y psiquiátricas especializadas basadas en principios y procedimientos de la medicina moderna. Se especializan en determinados tipos de enfermedades, pacientes o métodos de tratamiento y pueden llevar a cabo tanto docencia como investigación médicas sobre sus áreas de especialización.

Nota: Las ocupaciones incluidas en este grupo primario requieren estar en posesión de una licenciatura universitaria en medicina más la formación clínica de postgrado en una determinada especialidad (excepto Medicina de Familia) o equivalente. Los médicos internos formándose como especialistas (excepto en Medicina de Familia) se incluyen aquí. Aunque en algunos países la Estomatología puede ser considerada como una especialidad médica, los estomatólogos deberían incluirse en el grupo primario 2151, Odontólogos y estomatólogos.
Los profesionales de la investigación médica que realizan investigación biomédica utilizando organismos vivos pero no llevan a cabo una práctica clínica se clasifican en el grupo primario 2421, Biólogos, botánicos, zoólogos y afines.

Entre sus tareas se incluyen:

- realizar la exploración física de los pacientes y entrevistarlos, a ellos y a sus familias, para determinar su estado de salud;
- analizar información médica aportada por el médico de referencia o por otros profesionales de la salud;
- solicitar pruebas de diagnóstico especializadas a fin de determinar la naturaleza de una enfermedad o trastorno;
- prescribir y administrar tratamientos, medicamentos, anestésicos especializados, programas de psicoterapia, rehabilitación física u otras medidas curativas o preventivas;
- realizar intervenciones quirúrgicas de carácter general o especializado;
- prestar asistencia especializada prenatal, postnatal y durante el parto;
- recoger la información e historia médica de los pacientes e intercambiar información con otros profesionales de la salud afín de asegurar n una atención medica continuada;
- certificar nacimientos, muertes y enfermedades de declaración obligatoria a los organismos públicos de acuerdo con normativa legal y profesional;
- suministrar información a los pacientes, familias y comunidades sobre medidas preventivas, tratamientos y cuidados de determinadas enfermedades leves;
- realizar autopsias para determinar causas de muerte;
- investigar sobre trastornos y enfermedades humanas y sobre métodos preventivos o curativos y difundir los resultados por medio de informes científicos o similares;
- planificar y participar en programas diseñados para prevenir la aparición y propagación de enfermedades comunes.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Médicos especialistas, en general
- Cirujanos
- Médicos internos residentes especializados (excepto médicos de familia y comunitaria)
- Endocrinólogos
- Oftalmólogos
- Psiquiatras
- Médicos especializados en rehabilitación","Ocupaciones afines no incluidas en este grupo primario:

- Médicos de cabecera, 2111
- Médicos de familia, 2111
- Estomatólogos, 2151
- Investigadores biomédicos (en Biología y Zoología), 2421","","SI","","AYUDACOD_CNO11"
"212","2B212","Profesionales de enfermería y partería","",4,"21","","","","","","AYUDACOD_CNO11"
"2121","2B2121","Enfermeros no especializados","",5,"212","Los enfermeros no especializados tratan, ayudan y atienden a personas que necesitan cuidados de enfermería debido a los efectos de enfermedades o lesiones en general.
Estos enfermeros asumen la responsabilidad de planificar y gestionar el cuidado de los pacientes, incluida la supervisión de otros profesionales de la atención sanitaria, trabajando de manera independiente o en equipo con médicos y demás profesionales en la aplicación de medidas preventivas y curativas. 
Nota: Los enfermeros que además de ejercer como tales, participan en la formación de enfermeros o en la investigación en enfermería clínica se clasifican en este grupo. Los enfermeros que participan en investigación biomédica usando organismos vivos y no ejercen en como enfermeros clínicos se clasifican en el grupo primario 2421, Biólogos, botánicos, zoólogos y afines.

Entre sus tareas se incluyen:

- planificar, prestar y evaluar cuidados de enfermería a los pacientes siguiendo las prácticas y las normas de la enfermería moderna;
- coordinar la atención a los pacientes en consulta con otros profesionales de la salud y los miembros de los equipos de salud;
- desarrollar y aplicar planes para el tratamiento biológico, social y psicológico de los pacientes en colaboración con otros profesionales de la salud;
- planificar y prestar cuidados, tratamientos y terapias personales, incluida la administración de medicación, y la supervisión de la respuesta a los tratamientos o al programa de cuidados;
- limpiar heridas y aplicar curas y vendajes quirúrgicos;
- vigilar el dolor y el malestar experimentado por los pacientes; aliviar el dolor usando una variedad de terapias incluyendo el uso de analgésicos;
- planificar y participar en programas educativos sobre la salud, promoción de la salud y formación de enfermería en clínicas y centros comunitarios;
- responder preguntas a los pacientes y a sus familias; suministrarles información relativa a la prevención de la mala salud, los tratamientos o los cuidados;
- supervisar y coordinar el trabajo de otros enfermeros y de trabajadores de la salud y los cuidados personales;
- investigar sobre prácticas en la enfermería y procedimientos; difundir los resultados en medios tales como artículos e informes científicos.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Diplomados en enfermería no especializados
- Graduados en enfermería no especializados
- Enfermeros","Ocupaciones afines no incluidas en este grupo primario:

- Enfermeros de geriatría, 2122
- Enfermeros de pediatría, 2122
- Enfermeros (enfermería de salud mental), 2122
- Enfermeros (enfermería del trabajo), 2122
- Enfermeros (enfermería familiar y comunitaria), 2122
- Enfermeros de cuidados médico-quirúrgicos, 2122
- Auxiliares de enfermería hospitalaria, 5611
- Responsables corporativos de seguridad en el trabajo, 2158","","SI","","AYUDACOD_CNO11"
"2122","2B2122","Enfermeros especializados (excepto matronos)","",5,"212","Los enfermeros especializados tratan, ayudan y atienden a personas que necesitan cuidados de enfermería en los ámbitos de la salud mental, geriatría, salud familiar y comunitaria, salud en el trabajo, pediatría y médico-quirúrgicos.
Asumen la responsabilidad de planificar y gestionar el cuidado de los pacientes, incluida la supervisión de otros profesionales de la atención sanitaria, trabajando de manera independiente o en equipo con médicos y demás profesionales en la aplicación de medidas preventivas y curativas. 
Nota: Los enfermeros que además de ejercer como tales, participan en la formación de enfermeros o en la investigación en enfermería clínica se clasifican en este grupo. Los enfermeros que participan en investigación biomédica usando organismos vivos y no ejercen en como enfermeros clínicos se clasifican en el grupo primario 2421, Biólogos, botánicos, zoólogos y afines.

Entre sus tareas se incluyen:

- planificación, provisión y evaluación de cuidados especializados en la atención clínica directa en el ámbito de cada especialidad;
- gestión de los cuidados y servicios de atención con la finalidad de aplicarlos según los principios de equidad, efectividad y eficiencia y desarrollando estrategias de mejora de la calidad asistencial;
- promoción de la salud y prevención de la enfermedad, fundamentalmente mediante estrategias de educación para la salud y participación de los ciudadanos;
- colaboración con la salud pública en el diseño de programas de educación para la salud, vigilancia epidemiológica y medioambiental, y situaciones de emergencia y catástrofe;
- desarrollo de actividades docentes, dirigidas tanto a las personas y familias como a estudiantes y otros profesionales;
- utilización de la mejor evidencia científica disponible, génesis de conocimiento y difusión del ya existente.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Enfermeros de geriatría
- Enfermeros de pediatría
- Enfermeros (enfermería de salud mental)
- Enfermeros (enfermería del trabajo)
- Enfermeros (enfermería familiar y comunitaria)
- Enfermeros de cuidados médico-quirúrgicos","Ocupaciones afines no incluidas en este grupo primario:

- Diplomados en enfermería no especializados, 2121
- Graduados en enfermería no especializados, 2121
- Enfermeros no especializados, 2121 
- Enfermeros de obstetricia-ginecología, 2123
- Responsables corporativos de seguridad en el trabajo, 2158
- Auxiliares de enfermería hospitalaria, 5611
- Auxiliares de enfermería geriátrica, 5611","","SI","","AYUDACOD_CNO11"
"2123","2B2123","Matronos","",5,"212","Los matronos planifican, organizan, prestan y evalúan cuidados de partería antes y durante el embarazo y el parto, así como con posterioridad a éstos. Prestan cuidados a fin de reducir los riesgos a la salud de las mujeres y los recién nacidos, ya sea trabajando de manera independiente o en equipos con otros profesionales de la salud.

Entre sus tareas se incluyen:

- planificar, prestar y evaluar cuidados y apoyo a las madres y a sus recién nacidos antes y durante el embarazo y el parto, así como después de éste, de acuerdo con las prácticas y las normas propias de la partería moderna;
- asesorar y formar a las mujeres y a las familias sobre: salud, nutrición, higiene, ejercicio, parto y planes de emergencia, lactancia, cuidados infantiles, planificación familiar y contracepción, estilo de vida y otros aspectos relacionados con el embarazo y el parto;
- evaluar la evolución durante el embarazo y el parto, afrontar las complicaciones e identificar aquellos signos que indiquen la necesidad de remitir a la paciente a un médico especialista en obstetricia;
- supervisar el estado de salud del recién nacido, afrontar las complicaciones e identificar aquellos signos que indiquen la necesidad de remitir al recién nacido a un médico especialista en neonatología;
- supervisar el dolor y el malestar experimentado por las mujeres durante el trabajo y el parto y aliviarlo mediante el uso de una variedad de tratamientos, incluido el uso de medicamentos analgésico;
- informar a las autoridades del nacimiento de acuerdo con la normativa legal y profesional;
- llevar a cabo investigaciones sobre práctica y procedimientos de los cuidados de partería y difundir los resultados a través de artículos científicos, informes y similares;
- planificar y realizar actividades educativas sobre partería en hospitales y establecimientos de la comunidad.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Matronos
- Enfermeros de obstetricia-ginecología","","","SI","","AYUDACOD_CNO11"
"213","2B213","Veterinarios","",4,"21","","","","","","AYUDACOD_CNO11"
"2130","2B2130","Veterinarios","",5,"213","Los veterinarios diagnostican, previenen y tratan enfermedades, lesiones y disfunciones de los animales. Pueden atender a gran diversidad de animales, especializarse en el tratamiento de un grupo determinado de animales o en una especialidad concreta. También pueden prestar servicios profesionales en empresas comerciales que elaboran productos biológicos y farmacéuticos.

Entre sus tareas se incluyen:

- determinar la presencia y la naturaleza de estados anómalos mediante exploración física, pruebas de laboratorio y técnicas de diagnóstico por imagen, como radiografía y ecografía;
- aplicar tratamientos médicos y quirúrgicos a los animales y administrar y prescribir medicamentos, analgésicos y anestésicos locales y generales;
- realizar intervenciones quirúrgicas, curar heridas y recolocar huesos fracturados;
- prestar servicios de obstetricia y dentales a los animales;
- participar en programas creados para prevenir la aparición y la difusión de enfermedades animales;
- vacunar a los animales frente enfermedades infecciosas y hacer pruebas de estas enfermedades, así como notificar a las autoridades la aparición de brotes de enfermedades animales infecciosas;
- realizar autopsias para determinar la causa de la muerte;
- asesorar a los clientes sobre salud, nutrición y alimentación, higiene, cría y cuidado de los animales;
- prestar servicios de eutanasia para animales.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Veterinarios
- Epidemiólogos veterinarios
- Inspectores veterinarios","Ocupaciones afines no incluidas en este grupo primario:

- Ayudantes de veterinario, 3327
- Capadores, 3327
- Técnicos de inseminación artificial, 3327","","SI","","AYUDACOD_CNO11"
"214","2B214","Farmacéuticos","",4,"21","","","","","","AYUDACOD_CNO11"
"2140","2B2140","Farmacéuticos","",5,"214","Los farmacéuticos almacenan, mantienen, componen y dispensan medicamentos y aconsejan sobre el uso apropiado y los efectos adversos de las drogas o medicamentos siguiendo las prescripciones de médicos u otros profesionales de la salud. Contribuyen en la investigación probando, preparando, prescribiendo y monitorizando terapias médicas a fin de optimizar la salud de las personas.

Entre sus tareas se incluyen:

- recibir prescripciones de productos farmacéuticos de doctores y otros profesionales de la salud, comprobar los historiales farmacológicos de los pacientes y asegurar el uso apropiado de las dosis y los métodos de administración óptimos de los medicamentos y comprobar la compatibilidad entre medicamentos antes de la dispensación;
- preparar o supervisar la preparación y el etiquetado de medicamentos líquidos, pomadas, polvos, comprimidos y otros medicamentos para atender las prescripciones;
- suministrar información y asesorar a los prescriptores y a los clientes sobre interacciones entre medicamentos, incompatibilidades y contraindicaciones, efectos secundarios, dosis y correcta conservación de los medicamentos;
- colaborar con otros profesionales de la salud para planificar, supervisar, examinar y evaluar la calidad y la efectividad de los tratamientos farmacológicos en pacientes individuales y la efectividad de medicamentos o tratamientos particulares;
- mantener archivos de prescripción y registrar la dispensación de narcóticos, tóxicos y medicamentos que crean hábito de acuerdo con los requisitos legales y profesionales;
- almacenar y conservar vacunas, sueros y otros medicamentos que pueden deteriorarse;
- aconsejar a los clientes y dispensar medicamentos sin receta y productos auxiliares de diagnóstico y tratamiento para situaciones comunes;
- supervisar y coordinar el trabajo de técnicos en farmacia, farmacéuticos internos y auxiliares de venta de farmacia;
- investigar para desarrollar y mejorar medicamentos, cosméticos y productos químicos relacionados;
- consultar con químicos, ingenieros y otros profesionales sobre técnicas y componentes de fabricación;
- ensayar y analizar medicamentos para determinar su identidad, pureza y concentración en relación con normas especificadas;
- evaluar etiquetas, cajas y prospectos de medicamentos;
- trabajar en el desarrollo de información y riesgos asociados a determinados medicamentos.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Farmacéuticos
- Farmacéuticos titulares de farmacias
- Farmacéuticos de farmacia hospitalaria","Ocupaciones afines no incluidas en este grupo primario:

- Farmacólogos, 2421
- Auxiliares de farmacia, 5621","","SI","","AYUDACOD_CNO11"
"215","2B215","Otros profesionales de la salud","",4,"21","","","","","","AYUDACOD_CNO11"
"2151","2B2151","Odontólogos y estomatólogos","",5,"215","Los odontólogos y estomatólogos diagnostican, tratan y previenen enfermedades, lesiones y malformaciones de los dientes, boca, encías y tejidos asociados mediante la aplicación de los principios y procedimientos de la odontología moderna. Utilizan una amplia gama de técnicas diagnósticas (diagnósticos) y de cirugía entre otras técnicas especializadas para promover y restaurar la salud oral.

Entre sus tareas se incluyen:

- diagnosticar enfermedades, lesiones, irregularidades y malformaciones de los dientes y las estructuras asociadas de la boca y las mandíbulas valiéndose de métodos como la radiografía, los análisis de la saliva y el historial clínico; 
- prestar atención odontológica preventiva como tratamientos periodontales, aplicaciones de flúor o promoción de la salud bucodental; 
- administrar anestésicos para limitar el dolor que experimentan los pacientes durante las intervenciones;
- prescribir calmantes para dolores provocados por las intervenciones;
- aplicar técnicas de reahabilitación oral, como implantes, restauraciones complejas de coronas y puentes, ortodoncia y reparación de dientes dañados y cariados; 
- realizar tratamientos quirúrgicos como extracción de piezas dentales, biopsia de tejidos y tratamientos de ortodoncia; 
- medir y obtener impresiones de las mandíbulas y los dientes del paciente para determinar la forma y el tamaño de las prótesis dentales;
- diseñar, construir y adaptar prótesis dentales como mantenedores de espacio, puentes y prótesis o escribir instrucciones de fabricación o prescripciones para protésicos dentales;
- restaurar la función bucal con prótesis dentales removibles o fijas; 
- ayudar en el diagnóstico de enfermedades sistémicas con manifestaciones bucales, como la diabetes; 
- educar a los pacientes y a las familias sobre higiene dental, nutrición y otras medidas para cuidar la salud oral;
- supervisar el trabajo de higienistas dentales, auxiliares dentales y demás personal. 

Ejemplos de ocupaciones incluidas en este grupo primario:

- Odontólogos
- Dentistas
- Médicos estomatólogos","Ocupaciones afines no incluidas en este grupo primario:

- Cirujanos maxilofaciales, 2112","","SI","","AYUDACOD_CNO11"
"2152","2B2152","Fisioterapeutas","",5,"215","Los fisioterapeutas asesoran, organizan e implementan programas de rehabilitación que mejoran o restablecen las funciones motoras, maximizan la movilidad y alivian el dolor. Asimismo previenen y tratan problemas físicos asociados a lesiones, enfermedades y otras dolencias leves. Para ello, estos profesionales utilizan una gama amplia de técnicas y terapias físicas tales como movimientos, ultrasonidos, láser y demás.

Entre sus tareas se incluyen:

- administrar pruebas musculares, nerviosas, articulares y funcionales para identificar y evaluar los problemas físicos de los pacientes;
- establecer con los pacientes los objetivos de los tratamientos y diseñar programas de tratamiento para reducir el dolor, atender los problemas de los pacientes, fortalecer los músculos, mejorar las funciones cardiotorácica, cardiovascular y respiratoria, restablecer la movilidad de las articulaciones y mejorar el equilibrio y la coordinación;
- desarrollar, implementar y realizar el seguimiento de programas y tratamientos mediante el uso de las propiedades terapéuticas del ejercicio, el calor y el frío, el masaje, la manipulación, la hydroterapia, la electroterapia, la luz ultravioleta e infrarroja y los ultrasonidos en el tratamiento de los pacientes;
- dar instrucciones a los pacientes y a sus familias sobre procedimientos que deban continuar en su casa;
- registrar información sobre el estado de salud de los pacientes y la respuesta a los tratamientos en bases de datos médicas y compartir la información necesaria con otros profesionales de la salud a fin de asegurar una atención global y continua;
- desarrollar e implementar programas para la detección y prevención de dolencias y trastornos físicos comunes;
- supervisar el trabajo de asistentes fisioterapeutas y afines.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Fisioterapeutas","Ocupaciones afines no incluidas en este grupo primario:

- Médicos especializados en rehabilitación, 2112
- Terapeutas ocupacionales, 2156
- Podólogos, 2157
- Quiroprácticos, 3329 
- Osteópatas, 3329","","SI","","AYUDACOD_CNO11"
"2153","2B2153","Dietistas y nutricionistas","",5,"215","Los dietistas y nutricionistas valoran, planifican y realizan programas para mejorar el efecto de los alimentos y la nutrición en la salud de las personas.

Entre sus tareas se incluyen:

- instruir a las personas, familias y comunidades sobre nutrición, la planificación de las dietas y la preparación de las comidas para maximizar los beneficios sobre la salud y reducir potenciales riesgos sobre la salud;
- planificar dietas y menús;
- supervisar la preparación y el servicio de comidas, así como la cantidad y la calidad;
- recoger y valorar información relativa a la situación sanitaria y nutricional de individuos, grupos y comunidades.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Diplomados en nutrición humana y dietética","Ocupaciones afines no incluidas en este grupo primario:

- Médicos especialistas en endocrinología y nutrición, 2112 
- Técnicos en dietética y nutrición, 3323","","SI","","AYUDACOD_CNO11"
"2154","2B2154","Logopedas","",5,"215","Los logopedas diagnostican, evalúan, corrigen y tratan desordenes físicos que afectan al oído, el habla, la comunicación y la deglución. Prescriben dispositivos correctores y terapias rehabilitadoras para la pérdida de audición, alteraciones del habla y otros problemas sensoriales o neuronales similares. Asesoran en temas de seguridad en la audición y la comunicación..

Entre sus tareas se incluyen:

- evaluar la audición, el habla y el lenguaje en pacientes para determinar la naturaleza de desórdenes en el habla y la comunicación;
- realizar pruebas y exámenes del oído, el habla y el lenguaje, utilizando instrumentos y equipos de diagnóstico especializado; interpretar los resultados de las pruebas junto a datos otra información médica, social o del comportamiento para establecer los tratamientos adecuados;
- planificar, dirigir y participar en actividades de asesoramiento, screening, rehabilitación del habla y en otros programas relacionados con la audición y la comunicación;
- recomendar audífonos y otros dispositivos de asistencia adecuados a las necesidades de sus clientes y enseñarles a utilizarlos;
- planificar y realizar programas de tratamientos para corregir trastornos físicos que afecten al habla y la deglución en pacientes;
- asesorar y orientar a personas con deficiencias auditivas y/o del lenguaje, a sus familias, a sus profesores y a sus empleadores;
- en caso necesario, remitir a los clientes a otros servicios médicos o educativos.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Logopedas","","","SI","","AYUDACOD_CNO11"
"2155","2B2155","Ópticos-optometristas","",5,"215","Los ópticos-optometristas prestan servicios de diagnóstico y tratamiento de desórdenes de los ojos y de la visión. Aconsejan sobre el cuidado de los ojos y prescriben dispositivos ópticos y otras terapias para los problemas de visión.

Entre sus tareas se incluyen:

- examinar los ojos de los pacientes y realizar pruebas de diagnóstico para valorar la salud ocular y determinar la naturaleza y la magnitud de los problemas y las anomalías de la visión;
- evaluar la función visual utilizando equipo e instrumental especializado para medir la agudeza visual, el error de refracción, el funcionamiento de las vías ópticas, los campos visuales, los movimientos oculares, la visión sin obstáculos y la presión intraocular;
- detectar, diagnosticar y tratar enfermedades oculares, incluyendo la prescripción de medicamentos para tratarlas;
- consultar con oftalmólogos u otros profesionales de la salud y remitirles pacientes si determinan que necesitan otro tratamiento médico;
- diagnosticar trastornos de los movimientos oculares y defectos de la función binocular; planificar y realizar programas de tratamiento; asesorar a los pacientes sobre ejercicios para coordinar el movimiento de los ojos y el enfoque;
- prescribir gafas correctivas, lentes de contacto y otras ayudas para la visión; verificar que los dispositivos ópticos funcionan correctamente, son seguros, confortables y adecuados al estilo de vida;
- asesorar sobre aspectos de la salud de la vista tales como el cuidado de las lentes de contacto, el cuidado de la vista en personas de edad, la óptica, la ergonomía visual y la seguridad visual laboral e industrial.

Ejemplos de ocupaciones incluidas en este grupo primario:

- Ópticos-optometristas","Ocupaciones afines no incluidas en este grupo primario:

- Oftalmólogos, 2112
- Técnicos en optometría, 3324","","SI","","AYUDACOD_CNO11"
