"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"429929","F429929","Trabajos de construcción de obras de ingeniería civil n.c.o.p.",6,"","42992","Esta subcategoría comprende:
- la parcelación y mejora del terreno (parcelas), incluyendo los empalmes de las  vías de acceso, las redes de comunicaciones u otras mejoras preliminares en el terreno
- los trabajos de construcción de otras obras de ingeniería civil n.c.o.p","","","SI","",
"43","F43","Trabajos de construcción especializados",2,"","F","","","","","",
"431","F431","Trabajos de demolición y preparación del terreno",3,"","43","","","","","",
"4311","F4311","Trabajos de demolición",4,"","431","","","","","",
"43111","F43111","Trabajos de demolición",5,"","4311","","","","","",
"431110","F431110","Trabajos de demolición",6,"","43111","Esta subcategoría comprende:
- los trabajos de demolición de edificios y otras construcciones
- los trabajos de demolición de calzadas","","","SI","",
"4312","F4312","Trabajos de preparación del terreno",4,"","431","","","","","",
"0812","B0812","Grava, arena, arcilla y caolín",4,"","081","","","","","",
"43121","F43121","Trabajos de preparación del terreno",5,"","4312","","","","","",
"431211","F431211","Trabajos de preparación de suelos y terrenos; trabajos de desbroce",6,"","43121","Esta subcategoría comprende:
- los trabajos de preparación de terrenos agrícolas
- los trabajos de preparación de terrenos para la construcción, incluyendo la eliminación de rocas y el trabajo con explosivos
- los trabajos de preparación del terreno para la explotación minera: recogida de escombros y otros trabajos de desarrollo y preparación de terrenos y suelos mineros, excepto para la extracción de hidrocarburos
- el despeje de terrenos, el desbrozo
- la estabilización del suelo
- las perforaciones horizontales para el paso de cables o tubos de desagüe
- la excavación de zanjas para el drenaje del terreno","","","SI","",
"431212","F431212","Trabajos de excavación y movimiento de tierras",6,"","43121","Esta subcategoría comprende:
- la excavación de zanjas para servicios públicos, canalizaciones urbanas, diversas obras en carretera, etc.
- la realización de excavaciones comunes para construcciones diversas
- la retirada de la capa superficial de suelo contaminada
- los trabajos de remodelado de suelos
- los trabajos de movimientos de tierra a gran escala,  excavaciones, creaciones de taludes, creación de muros de contención o  cortes, etc., previos a la construcción de vías (carreteras, autopistas, vías férreas, etc.)
- otros trabajos de excavaciones y movimientos de tierra n.c.o.p.","","","SI","",
"4313","F4313","Trabajos de perforación y sondeo",4,"","431","","","","","",
"43131","F43131","Trabajos de perforación y sondeo",5,"","4313","","","","","",
"432110","F432110","Instalaciones eléctricas",6,"","43211","Esta subcategoría comprende:
- los trabajos de instalación especializados que comprenden la instalación de circuitos eléctricos o empalmes eléctricos de base en edificios y otros proyectos de construcción
- los trabajos eléctricos ligados a la instalación de aparatos
- los trabajos de instalación de sistemas de emergencia de alimentación eléctrica
- los trabajos de instalación de dispositivos de alarmas contra incendios y de protección contra robos en obra
- los trabajos de instalación de todo tipo de antenas residenciales incluyendo las antenas parabólicas
- los trabajos de instalación de redes de televisión por cable en edificios
- los trabajos de instalación eléctrica de cables de telecomunicación
- los trabajos de instalación eléctrica de otros equipos eléctricos, incluyendo los colectores de energía solar y calefacción radiante, en edificios
- los trabajos de instalación de contadores
- los trabajos de instalación de sistemas de alumbrado y señalización eléctrica en carreteras, pistas aeroportuarias y puertos","","","SI","",
"4322","F4322","Trabajos de fontanería, instalación de sistemas de calefacción y aire acondicionado",4,"","432","","","","","",
"43221","F43221","Trabajos de instalación de cañerías de agua, de desagüe, de ventilación y de aire acondicionado",5,"","4322","","","","","",
"432211","F432211","Trabajos de instalación de cañerías de agua y de desagüe",6,"","43221","Esta subcategoría comprende:
- los trabajos de instalación de redes primarias de distribución de agua fría y caliente (fontanería), incluyendo la instalación de sistemas automáticos de incendios
- los trabajos de instalación de aparatos sanitarios
- los trabajos asociados a la fontanería
- los trabajos de instalación de suministros de agua presurizada para combatir incendios (incluyendo las bocas de incendios con manguera y chorro)
- los trabajos de alcantarillado","","","SI","",
"432212","F432212","Trabajos de instalación de calefacción, de ventilación y de aire acondicionado",6,"","43221","Esta subcategoría comprende:
- los trabajos de instalación de sistemas de calefacción (eléctrica, de gas, de petróleo, colectores de energía solar no eléctricos). Se incluyen los trabajos de instalación de tuberías, conductos y otros trabajos de chapa relacionados, desarrollados como parte integral de los trabajos mencionados.
- la instalación y el mantenimiento de los sistemas de regulación de calefacción central
- la conexión al sistema de calefacción urbano
- los trabajos de mantenimiento y reparación de calefactores domésticos y hornillos
- los trabajos de instalación de sistemas de ventilación, refrigeración o climatización en viviendas, centros informáticos, oficinas y tiendas. Se incluyen los trabajos de instalación de tuberías, conductos y otros trabajos de chapa relacionados, desarrollados como parte integral de los trabajos mencionados.","","","SI","",
"43222","F43222","Trabajos de instalación de gas",5,"","4322","","","","","",
"432220","F432220","Trabajos de instalación de gas",6,"","43222","Esta subcategoría comprende:
- los trabajos de instalación para la distribución de fluidos diversos (por ejemplo, oxígeno en hospitales) y la conexión de otros aparatos a gas","","","SI","",
"4329","F4329","Otros trabajos de instalación",4,"","432","","","","","",
"43291","F43291","Otros trabajos de instalación",5,"","4329","","","","","",
"432911","F432911","Trabajos de aislamiento",6,"","43291","Esta subcategoría comprende:
- los trabajos de aislamiento térmico que utilizan materiales aislantes resistentes a los cambios atmosféricos en muros exteriores con cámaras de aire
- los trabajos de aislamiento térmico en conductos de agua caliente y agua refrigerada, calderas y canalizaciones
- los trabajos de aislamiento sonoro
- los trabajos de aislamiento ignífugo","","","SI","",
"432912","F432912","Trabajos de instalación de barandillas y pasamanos",6,"","43291","Esta subcategoría comprende:
- los trabajos de instalación de cercas, rejas, etc. Las cercas pueden ser de materiales diversos (madera, acero, fibra de vidrio) y delimitar espacios diversos (pistas deportivas, parques infantiles, propiedades residenciales o establecimientos industriales).
- los trabajos especializados de instalación de escaleras de incendios (metálicas)","","","SI","",
"432919","F432919","Otros trabajos de instalación n.c.o.p.",6,"","43291","Esta subcategoría comprende:
- los trabajos especializados de instalación de ascensores, escaleras mecánicas, pasillos mecánicos, incluyendo la reparación y el mantenimiento
- los trabajos de instalación de puertas automáticas y giratorias
- los trabajos de instalación de persianas y toldos
- los trabajos de instalación de señales (luminosas o no)
- los trabajos de instalación de pararrayos
- los trabajos de instalación, no clasificados anteriormente, incluyendo los trabajos de instalación no concernientes a la estructura básica de edificios
- otros trabajos de instalación n.c.o.p.","","","SI","",
"433","F433","Trabajos de acabado de edificios",3,"","43","","","","","",
"4331","F4331","Trabajos de revocado",4,"","433","","","","","",
"43311","F43311","Trabajos de revocado",5,"","4331","","","","","",
"433110","F433110","Trabajos de revocado",6,"","43311","Esta subcategoría comprende:
- los trabajos de construcción en interiores y exteriores de revocado o de estuco así como de materiales para realizar entramados
- los trabajos de albañilería seca incluyendo la instalación de paneles de pared, generalmente hechos de yeso","","","SI","",
"4332","F4332","Trabajos de instalación de carpintería",4,"","433","","","","","",
"431310","F431310","Trabajos de perforación y sondeo",6,"","43131","Esta subcategoría comprende:
- los trabajos de perforación y sondeos para la construcción, los estudios geofísicos, geológicos, etc.","","","SI","",
"432","F432","Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",3,"","43","","","","","",
"4321","F4321","Instalaciones eléctricas",4,"","432","","","","","",
"43211","F43211","Instalaciones eléctricas",5,"","4321","","","","","",
"43321","F43321","Trabajos de instalación de carpintería",5,"","4332","","","","","",
"433210","F433210","Trabajos de instalación de carpintería",6,"","43321","Esta subcategoría comprende:
- los trabajos de instalación de puertas (excepto puertas automáticas o giratorias), ventanas, contraventanas, persianas, puertas de garaje, etc., de cualquier tipo de material
- los trabajos de blindaje de puertas exteriores y de instalación de puertas blindadas
- los trabajos de instalación de puertas cortafuego
- los trabajos de instalación de escaleras interiores, construcción de armarios empotrados e instalación de cocinas
- los trabajos de instalación de revestimientos, artesonado, etc.
- los trabajos de instalación de tabiques móviles y falsos techos con estructuras metálicas
- los trabajos de instalación de varandas y jardines de invierno en casas de particulares","","","SI","",
"4333","F4333","Trabajos de revestimiento de suelos y paredes",4,"","433","","","","","",
"43331","F43331","Trabajos de embaldosado",5,"","4333","","","","","",
"433310","F433310","Trabajos de embaldosado",6,"","43331","Esta subcategoría comprende:
- los trabajos de construcción y colocación de azulejos cerámicos, de hormigón o piedra, colocación de baldosas y losas en el exterior o interior de edificios y otras estructuras
- recubrimiento decorativo de las paredes exteriores de edificios con materiales cerámicos, piedra, ladrillos, etc.","","","SI","",
"43332","F43332","Otros trabajos de pavimentación y revestimiento de suelos, revestimiento de paredes y empapelado de paredes",5,"","4333","","","","","",
"433321","F433321","Trabajos de colocación de baldosas de terrazo, mármol, granito o pizarra",6,"","43332","Esta subcategoría comprende:
- los trabajos de construcción de mano de obra in situ de granito y trabajos de marmolería interior en mármol, granito o pizarra","","","SI","",
"433329","F433329","Trabajos de pavimentación y revestimiento de suelos, revestimiento de paredes y empapelado de paredes n.c.o.p.",6,"","43332","Esta subcategoría comprende:
- la colocación de revestimientos de moqueta, linóleo y otros revestimientos de suelo flexibles. Incluyendo los trabajos de acabado relacionados.
- la colocación de revestimientos de madera para suelos y paredes, incluido el parqué y otros suelos de madera. Incluyendo los trabajos de acabado relacionados tales como el pulido, abrillantado, encerado, etc.
- los trabajos de colocación de papel pintado así como de otros revestimientos de pared flexibles
- los trabajos de retirada del papel pintado","","","SI","",
"4334","F4334","Trabajos de pintura y acristalamiento",4,"","433","","","","","",
"43341","F43341","Trabajos de pintura",5,"","4334","","","","","",
"433410","F433410","Trabajos de pintura",6,"","43341","Esta subcategoría comprende:
- los trabajos de pintura interior de edificios (principalmente decorativos) y trabajos similares (aplicación de capas, barnizado, etc.)
- los trabajos de pintura exterior de edificios (principalmente de protección)
- los trabajos de pintura de rejas, rejillas, persianas, etc.
- los trabajos de pintura de otras obras de ingeniería
- los trabajos de decapado de pintura","","","SI","",
"43342","F43342","Trabajos de acristalamiento",5,"","4334","","","","","",
"433420","F433420","Trabajos de acristalamiento",6,"","43342","Esta subcategoría comprende:
- los trabajos de instalación de revestimientos de cristal, espejos de pared y otros productos de cristal
- los trabajos de acabado tales como los trabajos de instalación de cristales en ventanas","","","SI","",
"4339","F4339","Otros trabajos de acabado de edificios",4,"","433","","","","","",
"43391","F43391","Otros trabajos de acabado de edificios",5,"","4339","","","","","",
"433911","F433911","Trabajos de ornamentación de edificios",6,"","43391","Esta subcategoría comprende:
- los trabajos de instalación de chapa a medida o estándar
- los trabajos de instalación de obras decorativas en hierro o en acero y de artículos metálicos de uso arquitectónico u ornamental
- los trabajos de instalación de rejas para radiadores","","","SI","",
"433919","F433919","Otros trabajos de acabado de edificios n.c.o.p.",6,"","43391","Esta subcategoría comprende:
- los trabajos acústicos incluyendo la colocación, en paredes interiores y techos, de paneles y otros materiales acústicos
- la limpieza de edificios nuevos después de las obras de construcción
- los trabajos de acabado en edificios n.c.o.p.","","","SI","",
"439","F439","Otros trabajos de construcción especializada",3,"","43","","","","","",
"4391","F4391","Trabajos de construcción de cubiertas",4,"","439","","","","","",
"43911","F43911","Trabajos de construcción de cubiertas",5,"","4391","","","","","",
"439111","F439111","Trabajos de construcción de armaduras para cubiertas",6,"","43911","Esta subcategoría comprende:
- los trabajos de construcción que incluyen la instalación de armazones de tejados","","","SI","",
"439119","F439119","Otros trabajos de construcción de cubiertas",6,"","43911","Esta subcategoría comprende:
- los trabajos de construcción que incluyen la instalación de cualquier tipo de cubiertas y tejados
- los trabajos de construcción de canalones, cañerías, tablillas y los trabajos de techado metálico","","","SI","",
"4399","F4399","Otros trabajos de construcción especializada n.c.o.p.",4,"","439","","","","","",
"43991","F43991","Trabajos de impermeabilización",5,"","4399","","","","","",
"439910","F439910","Trabajos de impermeabilización",6,"","43991","Esta subcategoría comprende:
- los trabajos de impermeabilización de tejados y terrazas
- los trabajos de impermeabilización exterior de construcciones, incluidas las obras subterráneas
- los trabajos de aislamiento hidrófugo","","","SI","",
"43992","F43992","Trabajos de andamiaje",5,"","4399","","","","","",
"439920","F439920","Trabajos de andamiaje",6,"","43992","Esta subcategoría comprende:
- los trabajos de montaje y desmantelamiento de andamios y plataformas de trabajo, incluyendo el alquiler de andamios y plataformas de trabajo","","","SI","",
"43993","F43993","Trabajos de instalación de pilotes; trabajos de cimentación",5,"","4399","","","","","",
"439930","F439930","Trabajos de instalación de pilotes; trabajos de cimentación",6,"","43993","","Esta subcategoría no comprende:
- los trabajos de excavación, véase 43.12.12
- los trabajos de hormigonado, véase 43.99.40","","SI","",
"43994","F43994","Trabajos de hormigonado",5,"","4399","","","","","",
"439940","F439940","Trabajos de hormigonado",6,"","43994","Esta subcategoría comprende:
- el ensamblado de hormigón en los encofrados y otros trabajos en donde se utilice hormigón (cimientos, capas de asiento, placas de cimentación, suelos, etc.)
- los trabajos que conlleven la construcción de encofrados y refuerzos
- la consolidación de cimientos
- los trabajos de construcción de encofrados de hormigón armado que requieran conocimientos o equipos especializados debido al tamaño o al método usado
- la construcción de bóvedas y armazones ligeros en hormigón
- los trabajos de construcción especializados que incluyen el doblado y maleado de hormigón armado en proyectos de construcción","","","SI","",
"43995","F43995","Trabajos de montaje de piezas de acero para la construcción",5,"","4399","","","","","",
"439950","F439950","Trabajos de montaje de piezas de acero para la construcción",6,"","43995","Esta subcategoría comprende:
- los trabajos especializados de montaje de estructuras metálicas
- los trabajos de montaje de elementos estructurales de acero prefabricados para edificios y otras estructuras tales como puentes, puentes abatibles o torres de transmisión de electricidad
- el montaje de muros de contención
- los trabajos de soldadura relacionados","","","SI","",
"43996","F43996","Trabajos de albañilería",5,"","4399","","","","","",
"439960","F439960","Trabajos de albañilería",6,"","43996","Esta subcategoría comprende:
- los trabajos de albañilería, pavimentación, mampostería y otros","","","SI","",
"43997","F43997","Trabajos de montaje de construcciones prefabricadas",5,"","4399","","","","","",
"439990","F439990","Trabajos especializados de la construcción n.c.o.p.",6,"","43999","Esta subcategoría comprende:
- los trabajos de construcción de chimeneas industriales
- los trabajos de construcción de revestimiento refractario de hornos, etc.
- los trabajos de construcción de piscinas exteriores
- los trabajos de construcción de chimeneas decorativas
- los trabajos de limpieza al vapor, con chorro de arena y trabajos de construcción especializados similares en el exterior de edificios
- el alquiler de grúas y otros equipos de construcción que no pueden asignarse a un tipo de construcción específico, con operario
- otros trabajos de construcción especializados n.c.o.p.","","","SI","",
"G","G","SERVICIOS DE COMERCIO AL POR MAYOR Y AL POR MENOR; SERVICIOS DE REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCICLETAS",1,"","","","","","","",
"45","G45","Servicios de comercio al por mayor y al por menor y servicios de reparación de vehículos de motor y motocicletas",2,"","G","","","","","",
"451","G451","Servicios comerciales de vehículos de motor",3,"","45","","","","","",
"4511","G4511","Servicios comerciales de turismos y vehículos de motor ligeros",4,"","451","","","","","",
"45111","G45111","Servicios de comercio al por mayor de turismos y vehículos de motor ligeros",5,"","4511","Esta subcategoría comprende:
- los servicios de comercio al por mayor de turismos y automóviles ligeros nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"451111","G451111","Servicios de comercio al por mayor de vehículos de motor para el transporte de personas",6,"","45111","Esta subcategoría comprende:
- los servicios de comercio al por mayor de turismos y automóviles ligeros nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"451112","G451112","Servicios de comercio al por mayor de vehículos de motor especializados para el transporte de personas: ambulancias y minibuses, etc. y vehículos todo terreno (de peso igual o inferior a 3,5 toneladas)",6,"","45111","Esta subcategoría comprende:
- los servicios de comercio al por mayor de turismos y automóviles ligeros nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"45112","G45112","Servicios de comercio al por menor de turismos y vehículos de motor ligeros, en establecimientos especializados",5,"","4511","","","","","",
"451121","G451121","Servicios de comercio al por menor de vehículos de motor nuevos para el transporte de personas, en establecimientos especializados",6,"","45112","","","","","",
"451122","G451122","Servicios de comercio al por menor de vehículos de motor usados para el transporte de personas, en establecimientos especializados",6,"","45112","","","","","",
"451123","G451123","Servicios de comercio al por menor de vehículos nuevos de motor especializados para el transporte de personas: ambulancias y minibuses, etc. y vehículos todo terreno (de peso igual o inferior a 3,5 toneladas), en establecimientos especializados",6,"","45112","","","","","",
"451124","G451124","Servicios de comercio al por menor de vehículos usados de motor especializados para el transporte de personas: ambulancias y minibuses, etc. y vehículos todo terreno (de peso igual o inferior a 3,5 toneladas), en establecimientos especializados",6,"","45112","","","","","",
"45113","G45113","Otros servicios de comercio al por menor de turismos y vehículos de motor ligeros",5,"","4511","","","","","",
"439970","F439970","Trabajos de montaje de construcciones prefabricadas",6,"","43997","Esta subcategoría comprende:
- la instalación, ensamblaje y montaje de estructuras y construcciones prefabricadas
- los servicios de instalación de todo tipo de mobiliario urbano (marquesinas, bancos, etc.)","","","SI","",
"43999","F43999","Trabajos especializados de la construcción n.c.o.p.",5,"","4399","","","","","",
"451131","G451131","Servicios de comercio al por menor de turismos y vehículos de motor ligeros por internet",6,"","45113","","","","","",
"451139","G451139","Otros servicios de comercio al por menor de turismos y vehículos de motor ligeros n.c.o.p.",6,"","45113","","","","","",
"45114","G45114","Servicios de intermediación del comercio al por mayor de turismos y vehículos de motor ligeros",5,"","4511","","","","","",
"451141","G451141","Servicios de intermediación del comercio al por mayor de turismos y vehículos de motor ligeros en internet",6,"","45114","","","","","",
"451149","G451149","Otros servicios de intermediación del comercio al por mayor de turismos y vehículos de motor ligeros",6,"","45114","","","","","",
"4519","G4519","Servicios comerciales de otros vehículos de motor",4,"","451","","","","","",
"45191","G45191","Servicios de comercio al por mayor de otros vehículos de motor",5,"","4519","Esta subcategoría comprende:
- los servicios de comercio al por mayor de camiones, remolques, semirremolques, autobuses y otros vehículos de motor pesados nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"451911","G451911","Servicios de comercio al por mayor de camiones, remolques, semirremolques y autobuses",6,"","45191","Esta subcategoría comprende:
- los servicios de comercio al por mayor de camiones, remolques, semirremolques, autobuses y otros vehículos de motor pesados nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"451912","G451912","Servicios de comercio al por mayor de vehículos de acampada, como caravanas y viviendas móviles",6,"","45191","Esta subcategoría comprende:
- los servicios de comercio al por mayor de turismos y automóviles ligeros nuevos y de segunda mano, excepto los servicios por cuenta de terceros","","","SI","",
"45192","G45192","Servicios de comercio al por menor de otros vehículos de motor en establecimientos especializados",5,"","4519","","","","","",
"451921","G451921","Servicios de comercio al por menor de camiones, remolques, semirremolques y autobuses en establecimientos especializados",6,"","45192","","","","","",
"451922","G451922","Servicios de comercio al por menor de vehículos de acampada, como caravanas y viviendas móviles, en establecimientos especializados",6,"","45192","","","","","",
"45193","G45193","Otros servicios de comercio al por menor de otros vehículos de motor",5,"","4519","","","","","",
"451931","G451931","Servicios de comercio al por menor de otros vehículos de motor por internet",6,"","45193","","","","","",
"451939","G451939","Otros servicios de comercio al por menor de vehículos de motor n.c.o.p.",6,"","45193","","","","","",
"45194","G45194","Servicios de intermediación del comercio al por mayor de otros vehículos de motor",5,"","4519","","","","","",
"451941","G451941","Servicios de intermediación del comercio al por mayor de otros vehículos de motor por internet",6,"","45194","","","","","",
"451949","G451949","Otros servicios de intermediación del comercio al por mayor de otros vehículos de motor",6,"","45194","","","","","",
"452","G452","Servicios de mantenimiento y reparación de vehículos de motor",3,"","45","","","","","",
"4520","G4520","Servicios de mantenimiento y reparación de vehículos de motor",4,"","452","","","","","",
"45201","G45201","Servicios de mantenimiento y reparación de turismos y vehículos de motor ligeros",5,"","4520","","","","","",
"452013","G452013","Servicios de reparación de neumáticos (incluido el ajuste y equilibrado de las ruedas) de turismos y vehículos de motor ligeros",6,"","45201","Esta subcategoría comprende también:
- ajuste y equilibrado de las ruedas de turismos y vehículos de motor ligeros","","","SI","",
"452014","G452014","Servicios de reparación de carrocería y similares (reparación de puertas, cerraduras, ventanillas, chapa y pintura) de turismos y vehículos de motor ligeros",6,"","45201","","","","","",
"45202","G45202","Servicios de mantenimiento y reparación de otros vehículos de motor",5,"","4520","","","","","",
"452021","G452021","Servicios de mantenimiento ordinario y reparación (excepto servicios de reparación del sistema eléctrico y carrocería) de otros vehículos de motor",6,"","45202","","Esta subcategoría no comprende:
- servicios de reparación del sistema eléctrico de turismos y vehículos de motor ligeros, véase 45.20.22
- servicios de reparación de carrocería y similares (reparación de puertas, cerraduras, ventanillas, chapa y pintura) de otros vehículos de motor, véase 45.20.23","","SI","",
"452022","G452022","Servicios de reparación del sistema eléctrico de otros vehículos de motor",6,"","45202","","","","","",
"452023","G452023","Servicios de reparación de carrocería y similares (reparación de puertas, cerraduras, ventanillas, chapa y pintura) de otros vehículos de motor",6,"","45202","","","","","",
"45203","G45203","Lavado y abrillantado de vehículos de motor y servicios similares",5,"","4520","","","","","",
"452030","G452030","Lavado y abrillantado de vehículos de motor y servicios similares",6,"","45203","","","","","",
"453","G453","Repuestos y accesorios de vehículos de motor",3,"","45","","","","","",
"4531","G4531","Servicios de comercio al por mayor de repuestos y accesorios de vehículos de motor",4,"","453","","","","","",
"45311","G45311","Servicios de comercio al por mayor de repuestos y accesorios de vehículos de motor",5,"","4531","Esta subcategoría comprende:
- los servicios de comercio al por mayor de repuestos y accesorios de vehículos de motor, excepto los servicios por cuenta de terceros","","","SI","",
"452011","G452011","Servicios de mantenimiento ordinario y reparación (excepto servicios de reparación del sistema eléctrico, neumáticos y carrocería) de turismos y vehículos de motor ligeros",6,"","45201","","Esta subcategoría no comprende:
- servicios de reparación del sistema eléctrico de turismos y vehículos de motor ligeros, véase 45.20.12
- servicios de reparación de neumáticos (incluido el ajuste y equilibrado de las ruedas) de turismos y vehículos de motor ligeros, véase 45.20.13
- servicios de reparación de carrocería y similares (reparación de puertas, cerraduras, ventanillas, chapa y pintura) de turismos y vehículos de motor ligeros, véase 45.20.14","","SI","",
"452012","G452012","Servicios de reparación del sistema eléctrico de turismos y vehículos de motor ligeros",6,"","45201","","","","","",
"453111","G453111","Servicios de comercio al por mayor de neumáticos de caucho y cámaras de aire",6,"","45311","Esta subcategoría comprende:
- servicios de comercio al por mayor de neumáticos de caucho y cámaras de aire, excepto los servicios por cuenta de terceros","","","SI","",
"453112","G453112","Servicios de comercio al por mayor de otros repuestos y accesorios de vehículos de motor",6,"","45311","Esta subcategoría comprende:
- los servicios de comercio al por mayor de repuestos y accesorios de vehículos de motor, excepto los servicios por cuenta de terceros","","","SI","",
"45312","G45312","Servicios de intermediación de comercio al por mayor de repuestos y accesorios de vehículos de motor",5,"","4531","","","","","",
"453120","G453120","Servicios de intermediación de comercio al por mayor de repuestos y accesorios de vehículos de motor",6,"","45312","","","","","",
"4532","G4532","Servicios de comercio al por menor de repuestos y accesorios de vehículos de motor",4,"","453","","","","","",
"45321","G45321","Servicios de comercio al por menor de repuestos y accesorios de vehículos de motor en establecimientos especializados",5,"","4532","","","","","",
"453211","G453211","Servicios de comercio al por menor de neumáticos en establecimientos especializados",6,"","45321","","","","","",
"453212","G453212","Servicios de comercio al por menor de otros repuestos y accesorios de vehículos de motor en establecimientos especializados",6,"","45321","","","","","",
"45322","G45322","Otros servicios de comercio al por menor de repuestos y accesorios de vehículos de motor",5,"","4532","","","","","",
"453221","G453221","Servicios de comercio al por menor de repuestos y accesorios de vehículos de motor por internet",6,"","45322","","","","","",
"453222","G453222","Servicios de comercio al por menor de repuestos y accesorios de vehículos de motor por correo",6,"","45322","","","","","",
"453229","G453229","Otros servicios de comercio al por menor de repuestos y accesorios de vehículos de motor n.c.o.p.",6,"","45322","Esta subcategoría comprende:
- los servicios de comercio al por menor de repuestos y accesorios de vehículos en:
  ¿ tiendas no especializadas
  ¿ puestos y mercados
  ¿ otros puntos de venta n.c.o.p.","","","SI","",
"454","G454","Servicios comerciales, de mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",3,"","45","","","","","",
"4540","G4540","Servicios comerciales, de mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",4,"","454","Esta clase comprende también:
- los servicios comerciales, de mantenimiento y reparación de motocicletas así como sus repuestos y accesorios","","","SI","",
"45401","G45401","Servicios de comercio al por mayor de motocicletas y de sus repuestos y accesorios",5,"","4540","","","","","",
"454010","G454010","Servicios de comercio al por mayor de motocicletas y de sus repuestos y accesorios",6,"","45401","","","","","",
"45402","G45402","Servicios de comercio al por menor de motocicletas y de sus repuestos y accesorios en establecimientos especializados",5,"","4540","","","","","",
"454020","G454020","Servicios de comercio al por menor de motocicletas y de sus repuestos y accesorios en establecimientos especializados",6,"","45402","","","","","",
"45403","G45403","Otros servicios de comercio al por menor de motocicletas y de sus repuestos y accesorios",5,"","4540","","","","","",
"454030","G454030","Otros servicios de comercio al por menor de motocicletas y de sus repuestos y accesorios",6,"","45403","","","","","",
"45404","G45404","Servicios de intermediación del comercio al por mayor de motocicletas y de sus repuestos y accesorios",5,"","4540","","","","","",
"454040","G454040","Servicios de intermediación del comercio al por mayor de motocicletas y de sus repuestos y accesorios",6,"","45404","","","","","",
"45405","G45405","Servicios de mantenimiento y reparación de motocicletas",5,"","4540","","","","","",
"454050","G454050","Servicios de mantenimiento y reparación de motocicletas",6,"","45405","","","","","",
"46","G46","Servicios de comercio al por mayor, excepto de vehículos de motor y motocicletas",2,"","G","","Esta división no comprende:
- los servicios de comercio al por mayor de vehículos de motor y motocicletas, véase división 45","","SI","",
"461","G461","Servicios de intermediación del comercio al por mayor",3,"","46","","","","","",
"4611","G4611","Servicios de intermediación del comercio al por mayor de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",4,"","461","","","","","",
"46111","G46111","Servicios de intermediación del comercio al por mayor de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",5,"","4611","","","","","",
"461111","G461111","Servicios de intermediación del comercio al por mayor de animales vivos",6,"","46111","","","","","",
"461112","G461112","Servicios de intermediación del comercio al por mayor de flores y plantas",6,"","46111","","","","","",
"461119","G461119","Servicios de intermediación del comercio al por mayor de otras materias primas agrarias, materias primas textiles y productos semielaborados",6,"","46111","","","","","",
"4612","G4612","Servicios de intermediación del comercio al por mayor de combustibles, minerales, metales y productos químicos industriales",4,"","461","","","","","",
"46121","G46121","Servicios de intermediación del comercio al por mayor de combustibles, minerales, metales y productos químicos industriales",5,"","4612","","","","","",
"461211","G461211","Servicios de intermediación del comercio al por mayor de combustibles sólidos, líquidos o gaseosos y productos similares",6,"","46121","","","","","",
"461212","G461212","Servicios de intermediación del comercio al por mayor de minerales metálicos y metales en formas primarias",6,"","46121","","","","","",
"461213","G461213","Servicios de intermediación del comercio al por mayor de productos químicos industriales, fertilizantes y productos agroquímicos",6,"","46121","","","","","",
"4613","G4613","Servicios de intermediación del comercio al por mayor de madera y materiales de construcción",4,"","461","","","","","",
"46131","G46131","Servicios de intermediación del comercio al por mayor de madera y materiales de construcción",5,"","4613","","","","","",
"461311","G461311","Servicios de intermediación del comercio al por mayor de madera y productos de madera",6,"","46131","","","","","",
"461312","G461312","Servicios de intermediación del comercio al por mayor de materiales de construcción",6,"","46131","","","","","",
"4614","G4614","Servicios de intermediación del comercio al por mayor de maquinaria, equipo industrial, barcos y aviones",4,"","461","","","","","",
"46141","G46141","Servicios de intermediación del comercio al por mayor de maquinaria, equipo industrial, barcos y aviones",5,"","4614","","","","","",
"461411","G461411","Servicios de intermediación del comercio al por mayor de ordenadores, programas informáticos y equipos electrónicos y de telecomunicaciones y otro material de oficina",6,"","46141","","","","","",
"461412","G461412","Servicios de intermediación del comercio al por mayor de barcos, aviones y demás equipo de transporte",6,"","46141","","","","","",
"461419","G461419","Servicios de intermediación del comercio al por mayor de otros tipos de maquinaria y equipo industrial n.c.o.p.",6,"","46141","","","","","",
"4615","G4615","Servicios de intermediación del comercio al por mayor de muebles, artículos domésticos y artículos de ferretería y quincallería",4,"","461","","","","","",
"46151","G46151","Servicios de intermediación del comercio al por mayor de muebles, artículos domésticos y artículos de ferretería y quincallería",5,"","4615","","","","","",
