"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA"
"011380","A011380","Mushrooms and truffles",6,"","01138","","","This subcategory excludes:
- 	forest mushrooms, including wild truffles, see 02.30.40","","",
"01139","A01139","Vegetables, fresh, n.e.c.",5,"","0113","","","","","",
"011390","A011390","Vegetables, fresh, n.e.c.",6,"","01139","This subcategory includes:
- fennel, when used as a vegetable,
- celeriac other than ""rooted celery""
- other fresh vegetables, n.e.c","This subcategory also includes:
- fresh edible lucerne, soya bean and sunflower sprouts
- bean sprouts and shoots","This subcategory excludes: 
- celeriac ""rooted celery"", see 01.13.49,
- fennel, when used as a spice, see 01.28.14","","",
"0114","A0114","Sugar cane",4,"","011","","","","","",
"01141","A01141","Sugar cane",5,"","0114","","","","","",
"011410","A011410","Sugar cane",6,"","01141","","","","","",
"0115","A0115","Unmanufactured tobacco",4,"","011","","","","","",
"01151","A01151","Unmanufactured tobacco",5,"","0115","","","","","",
"011510","A011510","Unmanufactured tobacco",6,"","01151","","","This subcategory excludes:
- stemmed and redried tobacco, see 12.00.12","","",
"0116","A0116","Fibre crops",4,"","011","","","","","",
"01161","A01161","Fibre crops",5,"","0116","","","","","",
"011611","A011611","Cotton, whether or not ginned",6,"","01161","","This subcategory also includes:
- cotton seeds","","","",
"011612","A011612","Jute, kenaf and other textile bast fibres, raw or retted, except flax, true hemp and ramie",6,"","01161","","","This subcategory excludes:
- flax, true hemp and ramie, see 01.16.19","","",
"011619","A011619","Flax, true hemp and raw fibre crops n.e.c.",6,"","01161","","","","","",
"0119","A0119","Other non-perennial crops",4,"","011","","","","","",
"01191","A01191","Forage crops",5,"","0119","","","","","",
"011910","A011910","Forage crops",6,"","01191","This subcategory includes:
- swedes, mangolds, fodder roots, clover, alfalfa (lucerne), sainfoin, fodder maize and other grasses, forage kale and similar forage products","","This subcategory excludes:
- forage peas, see 01.11.62
- pellets and meals of forage crops, see 10.91","","",
"01192","A01192","Cut flowers and flower buds; flower seeds",5,"","0119","","","","","",
"011921","A011921","Cut flowers and flower buds",6,"","01192","","This subcategory also includes:
- 	bouquets, wreaths, floral baskets etc. arrangements containing flowers or flower buds (e.g. posies, buttonholes)
- cut branches of trees, shrubs and bushes, if they have flowers or flower buds (e.g. willow branches with","This subcategory excludes:
- willow branches without flower buds or flowers, see 01.29.30,
- foliage, branches and other parts of wild growing plants, without flowers or flower buds, suitable for ornamental purposes, see 02.30.30","","",
"011922","A011922","Flower seeds",6,"","01192","","This subcategory also includes:
- seeds of sweet pea (Lathyrus odoratus)","","","",
"01193","A01193","Beet seeds, seeds for forage plants; other raw vegetable materials",5,"","0119","","","","","",
"011931","A011931","Beet seeds (excluding sugar beet seeds) and seeds for forage plants",6,"","01193","","","This subcategory excludes:
- sugar beet seeds, see 01.13.72","","",
"011939","A011939","Raw vegetable materials n.e.c.",6,"","01193","","This subcategory also includes:
- sweet sorghum, 
- pollen (pollen meal) i.e. small pellets containing pollen gathered by bees formed by nectar, honey and bee saliva","This subcategory excludes:
- chicory roots, see 01.28.19
- pollen obtained by a mechanical process classified as part of the plant from which it is derived (e.g. pollen of plants used primarily in perfumery, pharmacy and the like), see 01.28.30 
- dried p","","",
"012","A012","Perennial crops",3,"","01","","","","","",
"0121","A0121","Grapes",4,"","012","","","","","",
"01211","A01211","Grapes",5,"","0121","","","","","",
"012111","A012111","Table grapes",6,"","01211","","","","","",
"012112","A012112","Other grapes, fresh",6,"","01211","","","","","",
"0122","A0122","Tropical and subtropical fruits",4,"","012","","","","","",
"01221","A01221","Tropical and subtropical fruits",5,"","0122","","","","","",
"012211","A012211","Avocados",6,"","01221","","","","","",
"012212","A012212","Bananas, plantains and similar",6,"","01221","","","","","",
"012213","A012213","Dates",6,"","01221","","","","","",
"012214","A012214","Figs",6,"","01221","","","This subcategory excludes:
- cactus pears, see 01.25.90","","",
"012219","A012219","Other tropical and subtropical fruits",6,"","01221","","","","","",
"0123","A0123","Citrus fruits",4,"","012","","","","","",
"01231","A01231","Citrus fruits",5,"","0123","","","","","",
"012311","A012311","Pomelo and grapefruits",6,"","01231","","","","","",
"012312","A012312","Lemons and limes",6,"","01231","","","","","",
"012313","A012313","Oranges",6,"","01231","","","","","",
"012314","A012314","Tangerines, mandarins, clementines",6,"","01231","","","","","",
"012319","A012319","Other citrus fruits",6,"","01231","","","","","",
"0124","A0124","Pome fruits and stone fruits",4,"","012","","","","","",
"01241","A01241","Apples",5,"","0124","","","","","",
"012410","A012410","Apples",6,"","01241","","","","","",
"01242","A01242","Other pome fruits and stone fruits",5,"","0124","","","","","",
"012421","A012421","Pears",6,"","01242","","","","","",
"012422","A012422","Quinces",6,"","01242","","","","","",
"012423","A012423","Apricots",6,"","01242","","","","","",
"012424","A012424","Cherries",6,"","01242","","","","","",
"012425","A012425","Peaches",6,"","01242","","","","","",
"012426","A012426","Nectarines",6,"","01242","","","","","",
"012427","A012427","Plums",6,"","01242","","","","","",
"012428","A012428","Sloes",6,"","01242","","","","","",
"012429","A012429","Other pome fruits and stone fruits n.e.c.",6,"","01242","","","","","",
"0125","A0125","Other tree and bush fruits and nuts",4,"","012","","","","","",
"01251","A01251","Berries and the fruits of the genus vaccinium",5,"","0125","","","","","",
"012511","A012511","Kiwi fruit",6,"","01251","","","","","",
"012512","A012512","Raspberries",6,"","01251","","","","","",
"012513","A012513","Strawberries",6,"","01251","","","","","",
"012519","A012519","Other berries, the fruits of the genus vaccinium n.e.c.",6,"","01251","This subcategory includes:
- cranberry, blueberry, lingonberry, bilberry, huckleberry
- currant and gooseberries","","","","",
"01252","A01252","Fruit seeds",5,"","0125","","","","","",
"012520","A012520","Fruit seeds",6,"","01252","","This subcategory also includes:
- seeds of ornamental trees or trees intended to beautify parks, gardens and streets","This subcategory excludes:
- locust bean seed undecorticated, neither crushed nor ground, see 01.25.90","","",
"01253","A01253","Nuts (excluding wild edible nuts, groundnuts and coconuts)",5,"","0125","","","This category excludes:
- groundnuts, in shell, see 01.11.82
- coconuts, see 01.26.20
- wild growing edible products, see 02.30.40
- shelled nuts and groundnuts, see 10.39.25","","",
"012531","A012531","Almonds",6,"","01253","","","","","",
"012532","A012532","Chestnuts",6,"","01253","","","","","",
"012533","A012533","Hazelnuts",6,"","01253","","","","","",
"012534","A012534","Pistachios",6,"","01253","","","","","",
"012535","A012535","Walnuts",6,"","01253","","","","","",
"012539","A012539","Other nuts (excluding wild edible nuts, groundnuts and coconuts)",6,"","01253","","","This subcategory excludes:
- groundnuts, in shell, see 01.11.82
- coconuts, see 01.26.20
- wild growing edible products, see 02.30.40
- groundnuts, shelled, see 10.39.25","","",
"01259","A01259","Other tree and bush fruits n.e.c.",5,"","0125","","","","","",
"012590","A012590","Other tree and bush fruits n.e.c.",6,"","01259","","This subcategory also includes:
- persimmons 
- cactus pears
- pomegranates","","","",
"0126","A0126","Oleaginous fruits",4,"","012","","","","","",
"01261","A01261","Olives",5,"","0126","","","","","",
"012611","A012611","Table olives",6,"","01261","","","","","",
"012612","A012612","Olives for production of olive oil",6,"","01261","","","","","",
"01262","A01262","Coconuts",5,"","0126","","","","","",
"012620","A012620","Coconuts",6,"","01262","","","","","",
"01269","A01269","Other oleaginous fruits",5,"","0126","","","","","",
"012690","A012690","Other oleaginous fruits",6,"","01269","","","","","",
"0127","A0127","Beverage crops",4,"","012","","","","","",
"01271","A01271","Beverage crops",5,"","0127","","","","","",
"012711","A012711","Coffee beans, not roasted",6,"","01271","","","","","",
"012712","A012712","Tea leaves",6,"","01271","","","","","",
"012713","A012713","Maté leaves",6,"","01271","","","","","",
"012714","A012714","Cocoa beans",6,"","01271","","","","","",
"0128","A0128","Spices, aromatic, drug and pharmaceutical crops",4,"","012","","","","","",
"01281","A01281","Spices, not processed",5,"","0128","","","","","",
"012811","A012811","Pepper (piper spp.), raw",6,"","01281","","","","","",
"012812","A012812","Chillies and peppers, dry (capsicum spp.), raw",6,"","01281","","","This subcategory excludes:
- unprocessed spices of the genus Pimenta, 
see 01.28.19","","",
"012813","A012813","Nutmeg, mace and cardamoms, raw",6,"","01281","","","","","",
"012814","A012814","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",6,"","01281","","","","","",
"012815","A012815","Cinnamon (canella), raw",6,"","01281","","","","","",
"012816","A012816","Cloves (whole stems), raw",6,"","01281","","","","","",
"012817","A012817","Ginger, dry, raw",6,"","01281","","","","","",
"012818","A012818","Vanilla, raw",6,"","01281","","","","","",
"012819","A012819","Other spices, not processed",6,"","01281","","This subcategory also includes:
- chicory roots
- unprocessed spices of the genus Pimenta","This subcategory excludes:
- roasted chicory and other roasted coffee substitutes, see 10.83.12","","",
"01282","A01282","Hop cones",5,"","0128","","","","","",
"012820","A012820","Hop cones",6,"","01282","","","","","",
"01283","A01283","Plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes",5,"","0128","","","","","",
"012830","A012830","Plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes",6,"","01283","","This subcategory also includes:
- pollen obtained by mechanical processing of plants 
- chamomile straw and husks,
- dried dandelion leaves,
- dried sorrel (Rumex acetosa)
- 	dried nasturtium","","","",
"0129","A0129","Other perennial crops",4,"","012","","","","","",
"01291","A01291","Natural rubber",5,"","0129","","","","","",
"012910","A012910","Natural rubber",6,"","01291","","","","","",
"01292","A01292","Christmas trees, cut",5,"","0129","","","","","",
"012920","A012920","Christmas trees, cut",6,"","01292","","","","","",
"01293","A01293","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding, or in dyeing or tanning",5,"","0129","","","","","",
"012930","A012930","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding, or in dyeing or tanning",6,"","01293","","This subcategory also includes:
- sunflower stalks and leaves, residues without flowers
- fresh willow branches without flower buds or flowers
- cleaned, bleached or dyed straw","This subcategory excludes:
- unprepared straw, whether or not chopped, ground, pressed or in the form of pellets, see 01.11.50","","",
"013","A013","Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",3,"","01","","","","","",
"0130","A0130","Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",4,"","013","","","","","",
"01301","A01301","Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",5,"","0130","","","","","",
"013010","A013010","Planting material: live plants, bulbs, tubers and roots, cuttings and slips; mushroom spawn",6,"","01301","","This subcategory also includes:
- substrate for growing mushrooms from mycelium sown","This subcategory excludes:
- plants for seed production, see appropriate subcategories of groups 01.1 and 01.2
- 	cuttings of trees and forest shrubs, see 02.10.11
- 	forest nurseries services, see 02.10.20
- forest trees, see 02.10.30
- substrate for gro","","",
"014","A014","Live animals and animal products",3,"","01","","","","","",
"0141","A0141","Dairy cattle, live and raw milk from dairy cattle",4,"","014","","","","","",
"01411","A01411","Dairy cattle, live",5,"","0141","","","","","",
"014110","A014110","Dairy cattle, live",6,"","01411","","","","","",
"01412","A01412","Raw milk from dairy cattle",5,"","0141","","","","","",
"014120","A014120","Raw milk from dairy cattle",6,"","01412","","This subcategory also includes:
- raw buffalo milk","","","",
"0142","A0142","Other cattle and buffaloes, live and their semen",4,"","014","","","","","",
"01421","A01421","Other cattle and buffaloes, live",5,"","0142","","","","","",
"014211","A014211","Other cattle and buffaloes, except calves, live",6,"","01421","This subcategory includes:
-animals of subfamily Bovinae, domestic or wild, regardless of their use, n.e.c. and oxen (Ovibos moschatus)","","This subcategory excludes:
- calves of cattle and buffalo, live, see 01.42.12","","",
"014212","A014212","Calves of cattle and buffalo, live",6,"","01421","","","","","",
"01422","A01422","Cattle and buffalo semen",5,"","0142","","","","","",
"014220","A014220","Cattle and buffalo semen",6,"","01422","","","","","",
"0143","A0143","Horses and other equines, live",4,"","014","","","","","",
"01431","A01431","Horses and other equines, live",5,"","0143","","","","","",
"014311","A014311","Horses, live",6,"","01431","","This subcategory also includes:
- semen of stallions","This subcategory excludes:
- 	hybrids of the mare and a zebra, see 01.49.19","","",
"014312","A014312","Asses, mules and hinnies, live",6,"","01431","","","","","",
"0144","A0144","Camels and camelids, live",4,"","014","","","","","",
"01441","A01441","Camels and camelids, live",5,"","0144","","","","","",
"014410","A014410","Camels and camelids, live",6,"","01441","This subcategory includes:
- dromaderies, llamas, alpacas, guanacos, vicunas and other camelids","This subcategory also includes:
- semen of camelids","","","",
"0145","A0145","Sheep and goats, live; raw milk and shorn wool from sheep and goats",4,"","014","","","","","",
"01451","A01451","Sheep and goats, live",5,"","0145","","","","","",
"014511","A014511","Sheep, live",6,"","01451","","This subcategory also includes:
- ram semen","","","",
"014512","A014512","Goats, live",6,"","01451","","This subcategory also includes:
- semen of goats","This subcategory excludes:
- chamois, rupicapra (Rupicapra rupicapra), goat-antelopes (Caprinae), see 01.49.19","","",
"01452","A01452","Raw milk from sheep and goats",5,"","0145","","","","","",
"014521","A014521","Raw milk from sheep",6,"","01452","","","","","",
"014522","A014522","Raw milk from goats",6,"","01452","","","","","",
"01453","A01453","Shorn wool from sheep and goats, greasy, including fleece-washed shorn wool",5,"","0145","","This category also includes:
- fleece-washed shorn wool","","","",
"014530","A014530","Shorn wool from sheep and goats, greasy, including fleece-washed shorn wool",6,"","01453","","This subcategory also includes:
- fleece-washed shorn wool","This subcategory excludes:
- pulled wool, greasy, including fleece-washed pulled wool, see 10.11.41","","",
"0146","A0146","Swine, live",4,"","014","","","","","",
"01461","A01461","Swine, live",5,"","0146","","","","","",
"014610","A014610","Swine, live",6,"","01461","","This subcategory also includes:
- semen of boars","","","",
"0147","A0147","Poultry, live and eggs",4,"","014","","","This class excludes:
- feather and down, see 10.12.50","","",
"01471","A01471","Poultry, live",5,"","0147","","","","","",
"014711","A014711","Chickens, live",6,"","01471","","","","","",
"014712","A014712","Turkeys, live",6,"","01471","","","This subcategory excludes:
- wild turkeys, see 01.49.12","","",
"014713","A014713","Geese, live",6,"","01471","","","This subcategory excludes:
- wild geese, see 01.49.12","","",
"014714","A014714","Ducks and guinea fowls, live",6,"","01471","","","This subcategory excludes:
- wild ducks, see 01.49.12","","",
"01472","A01472","Eggs in shell, fresh",5,"","0147","","","","","",
"014721","A014721","Hen eggs in shell, fresh",6,"","01472","","","","","",
"014722","A014722","Eggs from other poultry, in shell, fresh",6,"","01472","","","","","",
"014723","A014723","Hen eggs for hatching",6,"","01472","","","","","",
"014724","A014724","Eggs from other poultry, for hatching",6,"","01472","","","","","",
"0149","A0149","Other farmed animals and animal products",4,"","014","","","","","",
"01491","A01491","Other farmed animals, live",5,"","0149","","","","","",
"014911","A014911","Domestic rabbits, live",6,"","01491","","","","","",
"014912","A014912","Farmed birds n.e.c., live",6,"","01491","","This subcategory also includes:
- 	birds of the species Columbidae, wild or domestic
- 	wild turkeys, ducks and geese","","","",
"014913","A014913","Farmed reptiles (including snakes and turtles), live",6,"","01491","","This subcategory also includes:
- snakes and turtles","This subcategory excludes:
- aquatic reptiles (saltwater or freshwater), see 03.00.69","","",
"014919","A014919","Other farmed animals n.e.c., live",6,"","01491","This subcategory includes: 
- reindeer
- fur animals (except domestic rabbits),
- bees and other insects,
- hybrids of the mare and a zebra
- cats, dogs and other pet animals
- diverse farmed animals n.e.c.","","This subcategory excludes:
- frogs, crocodiles and aquatic insects (saltwater or freshwater), see 03.00.69","","",
"01492","A01492","Other farm animal products",5,"","0149","","","","","",
"014921","A014921","Natural honey",6,"","01492","","","This subcategory excludes:
- artificial honey, see 10.89.19
- mixtures of natural and artificial honey, see 10.89.19","","",
"014922","A014922","Raw milk n.e.c.",6,"","01492","","","This subcategory excludes:
- raw milk of bovine and buffalo animals, see 01.41.20","","",
"014923","A014923","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",6,"","01492","","","This subcategory excludes:
- sea snails, see 03.00.42, 03.00.44","","",
"014924","A014924","Edible products of farm animal origin n.e.c.",6,"","01492","","","","","",
"014925","A014925","Silk-worm cocoons suitable for reeling",6,"","01492","","","","","",
"014926","A014926","Insect waxes and spermaceti, whether or not refined or coloured",6,"","01492","","","","","",
"014927","A014927","Animal embryos for reproduction",6,"","01492","","","This subcategory excludes:
- semen of stallions, see 01.43.11
- ram semen, see 01.45.11
- semen of goats, see 01.45.12
- semen of boars, see 01.46.10","","",
"014928","A014928","Non-edible products of farm animal origin n.e.c.",6,"","01492","This subcategory includes:
- fine or coarse animal hair, not carded or combed","","","","",
"01493","A01493","Raw fur skins and miscellaneous raw hides and skins",5,"","0149","","","","","",
"014931","A014931","Raw fur skins, except of fur-bearing lambs",6,"","01493","","","This subcategory excludes:
- raw fur skins of fur-bearing lambs. See 01.49.32","","",
"014932","A014932","Raw fur skins of fur-bearing lambs",6,"","01493","","","","","",
"014939","A014939","Raw skins of animals n.e.c. (fresh or preserved, but not further prepared)",6,"","01493","","","","","",
"016","A016","Agricultural and animal husbandry services (except veterinary services)",3,"","01","","","This group excludes:
- veterinary services, see 75.00.1","","",
"0161","A0161","Support services to crop production",4,"","016","","","","","",
"01611","A01611","Support services to crop production",5,"","0161","","","","","",
"016110","A016110","Support services to crop production",6,"","01611","This subcategory includes:
- preparation of fields
- planting, cultivation and fertilisation of crops
- crop spraying, including from the air
- pest control for agriculture
- trimming of fruit trees and vines
- transplanting and thinning of crops
- harves","","This subcategory excludes:
- water distribution services through mains, operation services of irrigation canals, see 36.00.20
- landscape architects services, see 71.11.4
- services provided by agronomists and agricultural economists, see 74.90.19
- other","","",
"0162","A0162","Support services to animal production",4,"","016","","","","","",
"01621","A01621","Support services to animal production",5,"","0162","","","","","",
"016210","A016210","Support services to animal production",6,"","01621","This subcategory includes:
- services promoting propagation, growth and output of animals
- herd testing services, droving services, agistment services, poultry caponising services, grading of eggs etc.
- sheep shearing services
- farm animals boarding an","This subcategory also includes:
- services of farriers,
- rental services of assistive devices for animal husbandry with operator","This subcategory excludes:
- provision of space for animal boarding only, see 68.20.12
- services provided by agronomists and agricultural economists, see 74.90.19
- vaccination of animals and other veterinary services, see 75.00.1
- recreational riding s","","",
"0163","A0163","Post-harvest crop services",4,"","016","","","","","",
"01631","A01631","Post-harvest crop services",5,"","0163","","","","","",
"016310","A016310","Post-harvest crop services",6,"","01631","This subcategory includes: 
- preparation services for primary markets, i.e. cleaning, trimming, grading, disinfecting, drying, shelling
- cotton ginning
- preparation services for tobacco leaves, e.g. drying
- preparation services for cocoa beans, e.g. p","","This subcategory excludes:
- preparation services of agricultural products by the producer, see corresponding class in groups 01.1, 01.2 or 01.3
- stemming and redrying services for tobacco, see 12.00.1
- marketing services of commission merchants and coo","","",
"0164","A0164","Seed processing services for propagation",4,"","016","","","","","",
"01641","A01641","Seed processing services for propagation",5,"","0164","","","","","",
"016410","A016410","Seed processing services for propagation",6,"","01641","This subcategory includes: 
- services to improve the propagation quality of the seed, including treatment of genetically modified seeds:
  . removal of non-seed materials, undersized, mechanically or insect-damaged and immature seeds
  . removal of seed","","This subcategory excludes:
- seeds, see groups 01.1 and 01.2
- processing services for seeds to obtain oil, see 10.41
- research services to develop or modify new forms of seeds, see 72.11.31, 72.11.32 and 72.11.33","","",
"017","A017","Hunting and trapping and related services",3,"","01","","","","","",
"0170","A0170","Hunting and trapping and related services",4,"","017","","","","","",
"01701","A01701","Hunting and trapping and related services",5,"","0170","","","","","",
"017010","A017010","Hunting and trapping and related services",6,"","01701","This subcategory includes:
- hunting and trapping on a commercial basis
- taking of animals (dead or alive) for food, fur, skin, or for use in research, in zoos or as pets
- production of fur skins, reptile or bird skins from hunting or trapping activitie","This subcategory also includes:
- land-based catching of sea mammals such as walrus and seal","This subcategory excludes:
- production of fur skins, reptile or bird skins from ranching operations, see group 01.4
- raising of game animals on ranching operations, see 01.49.1
- catching of whales, see 03.00.69
- production of hides and skins originati","","",
"02","A02","Products of forestry, logging and related services",2,"","A","","","This division excludes:
- 	sawing and planing of wood, see appropriate group of division 16","","",
"021","A021","Forest trees and nursery services",3,"","02","","","","","",
"0210","A0210","Forest trees and nursery services",4,"","021","","","","","",
"02101","A02101","Live forest tree plants; forest tree seeds",5,"","0210","","","","","",
"021011","A021011","Live forest tree plants",6,"","02101","","","","","",
"021012","A021012","Forest tree seeds",6,"","02101","","","","","",
"02102","A02102","Forest trees nurseries services",5,"","0210","","","","","",
"021020","A021020","Forest trees nurseries services",6,"","02102","","","This subcategory excludes:
- Christmas tree nursery services, see 01.30.10","","",
"02103","A02103","Forest trees",5,"","0210","","","","","",
"021030","A021030","Forest trees",6,"","02103","","","This subcategory excludes:
- Christmas trees, cut, see 01.29.20","","",
"022","A022","Wood in the rough",3,"","02","","","This group excludes:
- 	wood in chips or particles, see 16.10.25
- 	wood in the rough in the form of crushed piles and sticks, see 16.10.39","","",
"0220","A0220","Wood in the rough",4,"","022","","","","","",
"02201","A02201","Wood in the rough",5,"","0220","","This category also includes:
- charcoal produced in the forest","","","",
"022011","A022011","Logs of coniferous wood",6,"","02201","","","","","",
"022012","A022012","Logs of non-coniferous wood, except tropical wood",6,"","02201","","","This subcategory excludes:
- logs of tropical wood, see 02.20.13","","",
"022013","A022013","Logs of tropical wood",6,"","02201","","","","","",
"022014","A022014","Fuel wood of coniferous wood",6,"","02201","","This subcategory also includes:
- charcoal produced in the forest (by use of traditional methods)","","","",
"022015","A022015","Fuel wood of non-coniferous wood",6,"","02201","","This subcategory also includes:
- charcoal produced in the forest (by use of traditional methods)","","","",
"023","A023","Wild growing non-wood products",3,"","02","","","","","",
"0230","A0230","Wild growing non-wood products",4,"","023","","","","","",
"02301","A02301","Natural gums",5,"","0230","","","","","",
"023011","A023011","Balata, gutta-percha, guayula, chicle and similar natural gums",6,"","02301","","","","","",
"023012","A023012","Lac, balsams and other natural gums and resins",6,"","02301","","","","","",
"02302","A02302","Natural cork, raw or simply prepared",5,"","0230","","","","","",
"023020","A023020","Natural cork, raw or simply prepared",6,"","02302","","","","","",
"02303","A02303","Parts of plants, grasses, mosses and lichens suitable for ornamental purposes",5,"","0230","","","","","",
"023030","A023030","Parts of plants, grasses, mosses and lichens suitable for ornamental purposes",6,"","02303","","","","","",
"02304","A02304","Wild growing edible products",5,"","0230","","","","","",
"023040","A023040","Wild growing edible products",6,"","02304","","","","","",
"024","A024","Support services to forestry",3,"","02","","","","","",
"0240","A0240","Support services to forestry",4,"","024","","","","","",
"02401","A02401","Support services to forestry",5,"","0240","","","","","",
"024010","A024010","Support services to forestry",6,"","02401","This subcategory includes:
- forestry services:
  . forestry inventories
  . forest management consulting services
  . timber evaluation
  . forest fire fighting and protection
  . forest pest control
- logging services:
  . transport of logs within the f","","This subcategory excludes:
- operation of forest tree nurseries, see 02.10.20
- draining of forestry land, see 43.12.11
- clearing of building sites, see 43.12.11
- transport of timber outside the forest, see 49.41.19
- disinfection and pest extermination","","",
"03","A03","Fish and other fishing products; aquaculture products; support services to fishing",2,"","A","","","This division excludes:
- services auxiliary to sport and recreational fishing, see 93.19.13","","",
"030","A030","Fish and other fishing products; aquaculture products; support services to fishing",3,"","03","","","","","",
"0300","A0300","Fish and other fishing products; aquaculture products; support services to fishing",4,"","030","","","","","",
"03001","A03001","Fish, live, not for human consumption",5,"","0300","","","","","",
"030011","A030011","Ornamental fish, wild",6,"","03001","","","","","",
"030012","A030012","Ornamental fish, farmed",6,"","03001","","","","","",
"030013","A030013","Other wild, live fish, not for human consumption, including seeds and feeds for aquaculture",6,"","03001","","","","","",
"030014","A030014","Other farmed, live fish, not for human consumption, including seeds and feeds for aquaculture",6,"","03001","","","","","",
"03002","A03002","Fish live, fresh or chilled, for human consumption",5,"","0300","","","","","",
"030021","A030021","Fish, live, fresh or chilled, for human consumption, marine, not farmed",6,"","03002","","","","","",
"030022","A030022","Fish, live, fresh or chilled, for human consumption, freshwater, not farmed",6,"","03002","","","","","",
"030023","A030023","Fish, live, fresh or chilled, for human consumption, marine, farmed",6,"","03002","","","","","",
"030024","A030024","Fish, live, fresh or chilled, for human consumption, freshwater, farmed",6,"","03002","","","","","",
"03003","A03003","Crustaceans, not frozen",5,"","0300","","","","","",
"030031","A030031","Crustaceans, not frozen, not farmed",6,"","03003","","","","","",
"030032","A030032","Crustaceans, not frozen, farmed",6,"","03003","","","","","",
"03004","A03004","Molluscs and other aquatic invertebrates, live, fresh or chilled",5,"","0300","","","","","",
"030041","A030041","Oysters, live, fresh or chilled, not farmed",6,"","03004","","","","","",
"030042","A030042","Other molluscs, live, fresh or chilled, not farmed",6,"","03004","","","","","",
"030043","A030043","Oysters, live, fresh or chilled, farmed",6,"","03004","","","","","",
"030044","A030044","Other molluscs, live, fresh or chilled, farmed",6,"","03004","","","","","",
"030045","A030045","Other aquatic invertebrates, live, fresh or chilled, farmed",6,"","03004","","","","","",
"01","A01","Products of agriculture, hunting and related services",2,"","A","","","","","",
"011","A011","Non-perennial crops",3,"","01","","","","","",
"0111","A0111","Cereals (except rice), leguminous crops and oil seeds",4,"","011","This class includes:
- cereals, leguminous crops and oil seeds grown for food and other purposes","","","","",
"01111","A01111","Wheat",5,"","0111","","","","","",
"011111","A011111","Durum wheat",6,"","01111","","","","","",
"011112","A011112","Wheat, except durum wheat",6,"","01111","","","This subcategory excludes:
- durum wheat, see 01.11.11","","",
"01112","A01112","Maize",5,"","0111","","","","","",
"011120","A011120","Maize",6,"","01112","","","This subcategory excludes: 
- sweet corn, see 01.13.39
- fodder maize, see 01.19.10","","",
"01113","A01113","Barley, rye and oats",5,"","0111","","","","","",
"011131","A011131","Barley",6,"","01113","","","","","",
"011132","A011132","Rye",6,"","01113","","","","","",
"011133","A011133","Oats",6,"","01113","","","","","",
"01114","A01114","Sorghum, millet and other cereals",5,"","0111","","","","","",
"011141","A011141","Sorghum",6,"","01114","","","This subcategory excludes:
- fodder sorghum, see 01.19.10
- fodder seeds, see 01.19.31 
- sweet sorghum, see 01.19.39","","",
"011142","A011142","Millet",6,"","01114","","","","","",
"011143","A011143","Triticale",6,"","01114","","","","","",
"011149","A011149","Other cereals",6,"","01114","","","","","",
"01115","A01115","Cereals straw and husks",5,"","0111","","","","","",
"011150","A011150","Cereals straw and husks",6,"","01115","","This subcategory also includes:
- unprepared straw, whether or not chopped, ground, pressed or in the form of pellets","This subcategory excludes:
- cleaned, bleached or dyed straw, see 01.29.30
- briquettes of straw, see 16.29.15","","",
"01116","A01116","Green leguminous vegetables",5,"","0111","","","","","",
"011161","A011161","Beans, green",6,"","01116","","","","","",
"011162","A011162","Peas, green",6,"","01116","","This subcategory also includes:
- green peas and forage peas","","","",
"011169","A011169","Other green leguminous vegetables",6,"","01116","","","This subcategory excludes:
- soya beans, see 01.11.81","","",
"01117","A01117","Dried leguminous vegetables",5,"","0111","This category includes: 
- leguminous vegetables, dried, whether or not shelled or split","","","","",
"011171","A011171","Beans, dry",6,"","01117","","","","","",
"011172","A011172","Broad beans, dry",6,"","01117","","","","","",
"011173","A011173","Chick peas, dry",6,"","01117","","","","","",
"011174","A011174","Lentils, dry",6,"","01117","","","","","",
"011175","A011175","Peas, dry",6,"","01117","","","","","",
"011176","A011176","Cow peas",6,"","01117","","","","","",
"011177","A011177","Pigeon peas, dry",6,"","01117","","","","","",
"011179","A011179","Pulses (dried leguminous vegetables) n.e.c.",6,"","01117","","","This subcategory excludes:
- soya beans, see 01.11.81","","",
"01118","A01118","Soya beans and groundnuts",5,"","0111","","","","","",
"011181","A011181","Soya beans",6,"","01118","","","This subcategory excludes:
- roasted soya beans used as coffee substitutes, see 10.83.12","","",
"011182","A011182","Groundnuts, in shell",6,"","01118","","","","","",
"01119","A01119","Other oil seeds",5,"","0111","","","","","",
"011191","A011191","Lin seed",6,"","01119","","","","","",
"011192","A011192","Mustard seed",6,"","01119","","","","","",
"011193","A011193","Rape or colza seed",6,"","01119","","","","","",
