"COD","CODINTEGR","TITULO","TITABREV","NIVEL","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"0314","0314","REPARACIÓN, LIMPIEZA Y ALQUILER DE PRENDAS DE VESTIR","",3,"031","","","","","","AYUDACOD_COICOP16"
"03141","03141","LIMPIEZA, CONSERVACIÓN Y TEÑIDO DE PRENDAS DE VESTIR","",4,"0314","- 	Lavandería, tintorería, limpieza en seco, teñido de prendas y artículos de vestir. 
- 	Limpieza de prendas y artículos de vestir alquilados (como trajes regionales, disfraces, smoking...).
- 	Conservación de prendas y artículos de vestir (p.ej.: ""Nevera"" para pieles).","Excluye:
- 	La limpieza en seco, lavado, teñido y alquiler de ropa para el hogar y otros textiles para el hogar (05.6.2.3). 
- 	Conservación y limpieza de alfombras (05.6.2.3).","Bisemanal","SI","","AYUDACOD_COICOP16"
"03142","03142","REPARACIÓN Y ALQUILER DE PRENDAS DE VESTIR ","",4,"0314","- 	Todo tipo de reparaciones de prendas y artículos de vestir (zurcidos, remiendos, reparación y modificación¿). 
- 	Alquiler de prendas y artículos de vestir (como trajes regionales, disfraces, smoking...), a pesar de que la compra de disfraces y trajes regionales va al código (09.3.1.2).

Incluye el valor total del servicio de reparación, es decir, tanto el coste de la mano de obra como el coste de los materiales utilizados.","Excluye:
- 	Materiales, hilos, accesorios, etc., comprados por los hogares con la intención de llevar a cabo ellos mismos las reparaciones (03.1.1.0) o (03.1.3).
- 	Reparación de ropa de casa y otros textiles para el hogar (05.2.0.4).
- 	Compra de disfraces y trajes regionales (09.3.1.2).","Bisemanal","SI","","AYUDACOD_COICOP16"
"032","032","CALZADO","",2,"03","","","","","","AYUDACOD_COICOP16"
"0321","0321","COMPRA DE CALZADO","",3,"032","Todo el calzado para hombres, mujeres, niños (3 a 13 años) y bebés (0 a 2 años), también calzado deportivo (calzado para correr, cross-training, tenis, baloncesto, náuticos, chanclas, escarpines, etc.) que pueden ser utilizadas para salir a la calle, en actividades de ocio¿ no exclusivamente en actividades deportivas.

También incluye:
- 	Los cordones.
- 	Plantillas y medias, plantillas no ortopédicas de zapatos
- 	Partes de calzado, como tacones, suelas, etc., comprados por los hogares con la intención de reparar el calzado por ellos mismos.","Excluye:
- 	Botines para bebés de tela (03.1.2.3).
- 	Betunes, cremas y otros artículos de limpieza del calzado (05.6.1.1).
- 	Accesorios para el mantenimiento del calzado tales como calzadores, hormas, adaptadores de zapatos, etc. (12.3.2.9).
- 	Calzado ortopédico (06.1.3.9).
- 	Calzado reservado exclusivamente para uso deportivo (botas de esquí, botas de fútbol, zapatos de golf y calzado de ese tipo con cuchillas para hielo, ruedas, clavos, tacos, etc.) (09.3.2.1).
- 	Protege tibias, espinilleras, almohadillas de criquet y otras prendas deportivas protectoras para el pie (09.3.2.1).
- 	La reparación y alquiler de calzado (03.2.2.0).","","SI","","AYUDACOD_COICOP16"
"03211","03211","CALZADO DE HOMBRE","",4,"0321","Todo el calzado para hombres:
- 	Calzado clásico de vestir. Botas, botos, zapatos de invierno con suela de goma y mocasines de invierno.
- 	Sandalias, mocasines, zapatillas, alpargatas¿ de cuero, lona o similares.
- 	Katiuskas, sandalias de goma, zuecos¿; zapatillas de casa.
- 	Calzado deportivo (calzado para correr, cross-training, tenis, baloncesto, náuticos, chanclas, escarpines, etc.) que pueden ser utilizadas para salir a la calle, en actividades de ocio¿ no exclusivamente en actividades deportivas.
- 	Los cordones.
- 	Suelas, tacones y demás partes del calzado comprados por los hogares con la intención de reparar el calzado por ellos mismos.
- 	Plantillas y medias, plantillas no ortopédicas de zapatos.","Excluye:
- 	Protege tibias, espinilleras, almohadillas de criquet y otras prendas deportivas protectoras (09.3.2.1).
- 	Betunes, cremas y otros artículos de limpieza del calzado (05.6.1.1).
- 	Accesorios para el mantenimiento del calzado tales como calzadores, hormas, adaptadores de zapatos, etc. (12.3.2.9).
- 	Calzado ortopédico (06.1.3.9).
- 	Calzado reservado exclusivamente para uso deportivo (botas de esquí, botas de fútbol, zapatos de golf y calzado de ese tipo con cuchillas para hielo, ruedas, clavos, tacos, etc.) (09.3.2.1).
- 	La reparación y alquiler de calzado (03.2.2.0).
- 	Calzado unisex (03.2.1.2).","Mensual","SI","","AYUDACOD_COICOP16"
"03212","03212","CALZADO DE MUJER","",4,"0321","Todo el calzado para mujeres:
- 	Calzado clásico de vestir, calzado de sport, mocasines¿
- 	Zapatillas, alpargatas, sandalias, zuecos¿ de cuero, lona o similares.
- 	Botas, botos y botines.
- 	Chanclas, katiuskas, sandalias de goma¿; zapatillas de casa.
- 	Calzado deportivo que puede ser utilizado corrientemente o para actividades de ocio (zapatillas de jogging, cross, de tenis, de baloncesto, de náuticos, chanclas, escarpines¿) que pueden ser utilizadas para salir a la calle, en actividades de ocio... no exclusivamente en actividades deportivas.
- 	Calzado unisex.
- 	Los cordones.
- 	Suelas, tacones y demás partes del calzado comprados por los hogares con la intención de reparar el calzado por ellos mismos.
- 	Plantillas y medias, plantillas no ortopédicas de zapatos.","Excluye:
- 	Protege tibias, espinilleras, almohadillas de criquet y otras prendas deportivas protectoras (09.3.2.1).
- 	Betunes, cremas y otros artículos de limpieza del calzado (05.6.1.1).
- 	Accesorios para el mantenimiento del calzado tales como calzadores, hormas, adaptadores de zapatos, etc. (12.3.2.9).
- 	Calzado ortopédico (06.1.3.9).
- 	Calzado reservado exclusivamente para uso deportivo (botas de esquí, botas de fútbol, zapatos de golf y calzado de ese tipo con cuchillas para hielo, ruedas, clavos, tacos, etc.) (09.3.2.1).
- 	La reparación y alquiler de calzado (03.2.2.0).","Mensual","SI","","AYUDACOD_COICOP16"
"03213","03213","CALZADO DE NIÑOS (DE 3 A 13 AÑOS) Y BEBÉS (MENOS DE 3 AÑOS)","",4,"0321","Todo el calzado para niños (de 3 a 13 años) y bebés (de 0 a 2 años):
- 	Calzado de bebé (excepto patucos y zapatos de tela).
- 	Calzado clásico de vestir.
- 	Botas, botos, mocasines y otros zapatos de invierno.
- 	Sandalias, zapatillas y alpargatas, de cuero, lona o similares. Mocasines y otros zapatos de verano.
- 	Chanclas, katiuskas, polainas, leguis, sandalias de goma, zuecos¿; zapatillas de casa.
- 	Calzado deportivo que puede ser utilizado corrientemente o para actividades de ocio (zapatillas de jogging, cross, de tenis, de baloncesto, náuticos, chanclas, escarpines, etc.) que pueden ser utilizadas para salir a la calle, en actividades de ocio... no exclusivamente en actividades deportivas.
- 	Los cordones.
- 	Plantillas y medias, plantillas no ortopédicas de zapatos.
- 	Suelas, tacones y demás partes del calzado comprados por los hogares con la intención de reparar el calzado por ellos mismos.","Excluye:
- 	Protege tibias, espinilleras, almohadillas de criquet y otras prendas deportivas protectoras (09.3.2.1).
- 	Betunes, cremas y otros artículos de limpieza del calzado (05.6.1.1).
- 	Accesorios para el mantenimiento del calzado tales como calzadores, hormas, adaptadores de zapatos, etc. (12.3.2.9).
- 	Calzado ortopédico (06.1.3.9).
- 	Calzado reservado exclusivamente para uso deportivo (botas de esquí, botas de fútbol, zapatos de golf y calzado de ese tipo con cuchillas para hielo, ruedas, clavos, tacos, etc.) (09.3.2.1).
- 	La reparación y alquiler de calzado (03.2.2.0).
- 	Patucos y zapatos de tela (03.1.2.3).","Mensual","SI","","AYUDACOD_COICOP16"
"0322","0322","REPARACIÓN, ALQUILER DE CALZADO Y OTROS SERVICIOS RELACIONADOS","",3,"032","","","","","","AYUDACOD_COICOP16"
"03220","03220","REPARACIÓN, ALQUILER DE CALZADO Y OTROS SERVICIOS RELACIONADOS","",4,"0322","- 	Reparación de calzado.
- 	Servicios de limpieza de zapatos, limpiabotas.
- 	Alquiler de calzado.

Incluye el valor total del servicio de reparación, es decir, tanto el coste de la mano de obra como el coste de los materiales utilizados.","Excluye:
- 	Partes de calzado, como tacones, suelas, etc., comprados por los hogares con la intención de realizar las reparaciones (03.2.1).
- 	Betunes, cremas y otros artículos de limpieza del calzado (05.6.1.1).
- 	Reparación de calzado para deportes concretos (botas de esquí, botas de fútbol, zapatos de golf y otro tipo de calzado con patines de hielo, ruedas, clavos, tacos, etc.) (09.3.2.1).
- 	Alquiler de calzado destinado a una actividad exclusivamente deportiva (botas de esquí, botas de fútbol, zapatos de golf y otro tipo de calzado como patines de hielo, ruedas, clavos, tacos, etc.) (09.4.1.2).","Bisemanal","SI","","AYUDACOD_COICOP16"
"033","033","GASTOS NO DESGLOSABLES EN VESTIDO Y CALZADO","",2,"03","","","","","","AYUDACOD_COICOP16"
"0330","0330","GASTOS NO DESGLOSABLES EN VESTIDO Y CALZADO","",3,"033","","","","","","AYUDACOD_COICOP16"
"03300","03300","GASTOS NO DESGLOSABLES EN VESTIDO Y CALZADO","",4,"0330","","","Mensual","SI","","AYUDACOD_COICOP16"
"04","04","VIVIENDA, AGUA, ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES.","",1,"","","","","","","AYUDACOD_COICOP16"
"01173","01173","COLES (FRESCAS O REFRIGERADAS)","",4,"0117","- 	Brócoli, coliflor, repollo, lombarda, coles de Bruselas, berzas¿","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01174","01174","HORTALIZAS CULTIVADAS POR SU FRUTO (FRESCAS O REFRIGERADAS)","",4,"0117","- 	Tomates. 
- 	Judía verde, guisante verde, habas, tirabeques, pochas frescas. 
- 	Pimientos, pepino, berenjena, calabacín. 
- 	Mazorca de maíz dulce, calabazas¿
- 	Soja fresca o brotes de soja o alfalfa frescos.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01175","01175","HORTALIZAS CON RAÍZ O BULBO Y SETAS (FRESCAS O REFRIGERADAS)","",4,"0117","- 	Ajo, cebolla, cebollinos y cebolletas.
- 	Zanahoria, remolacha, rábano, rabanitos, chirivías, nabo, puerro, espárragos.
- 	Todo tipo de setas, trufas, níscalos, champiñones¿","Excluye:
- 	Las cebollas deshidratadas y en polvo (01.1.7.6).
- 	Pimienta, jengibre (bulbo o en polvo) y otras especias y condimentos (01.1.9.2).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01176","01176","LEGUMBRES Y HORTALIZAS SECAS","",4,"0117","- 	Alubias (alubias secas, fabes y judiones secos de La Granja¿), garbanzos, lentejas, guisantes secos, algarrobas, altramuces, alcaparras, pimientos secos, tomate seco, setas secas, frijoles, pochas secas. 
- 	Otras hortalizas secas, deshidratadas, evaporadas, trituradas o pulverizadas.
- 	Cebolla deshidratada o en polvo.
- 	Ajo en polvo.
- 	Algas secas.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01177","01177","LEGUMBRES Y HORTALIZAS PROCESADAS Y OTRAS PREPARACIONES A BASE DE LEGUMBRES Y HORTALIZAS","",4,"0117","- 	Espárragos, puerros y alcachofas en conserva. Tomates al natural en conserva; pimientos en conserva; judías verdes y guisantes en conserva.
- 	Tomate en aguasal.
- 	Otras conservas (lombarda, remolacha, brotes de soja germinada, garbanzos, espinacas, setas, zanahorias, champiñones, berenjenas¿ todos ellos al natural o en conserva). 
- 	Ingredientes para la cocina exclusivamente a base de verduras y hortalizas.
- 	Encurtidos (berenjenas, cebollitas, pepinillos, remolachas, todo tipo de banderillas con cualquier composición, altramuces¿ en vinagre). 
- 	Maíz dulce cocido, maíz dulce en conserva.
- 	Bandeja de hortalizas variadas.
- 	Cebolla frita. Bocadelia vegetal. Croquetas de hongos listas para freír (si estuviera frita iría a comidas preparadas).
- 	Bolsas congeladas de verduras y patatas para hacer ensaladilla. 
- 	Paté de aceitunas.
- 	Falafel, tofu, soja texturizada.
- 	Ajo negro (cabezas de ajo o pelado en conserva).

Incluye tanto los productos frescos como los refrigerados o congelados, que previamente estén procesados.","Excluye:
- 	Las preparaciones dietéticas a base exclusivamente de hortalizas o legumbres (01.1.9.5). 
- 	Los alimentos para bebé (01.1.9.3).
- 	Aceitunas (01.1.7.9).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01178","01178","LEGUMBRES Y HORTALIZAS CONGELADAS","",4,"0117","- 	Legumbres y hortalizas congeladas o ultra congeladas, cocinadas o no.
- 	Menestra de verdura congelada mixta.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01179","01179","ACEITUNAS","",4,"0117","- 	Todo tipo de aceitunas envasadas o a granel, con hueso o sin él, rellenas o no.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0117A","0117A","PATATAS","",4,"0117","- 	Patatas naturales.
- 	Patatas poco transformadas (peladas y cortadas, precocinadas, congeladas, enlatadas¿).","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0117B","0117B","SNACKS ","",4,"0117","- 	Aperitivos de patata (simple o añadiendo sabores o ingredientes como hierbas, especias queso y aditivos artificiales), como patatas fritas.
- 	Snacks hechos de patata, maíz, tapioca u otros tubérculos.
- 	Snacks hechos de algas, hortalizas o legumbres.
- 	Pan de gambas. 
- 	Palomitas (incluidas las de microondas), quicos, fritos de maíz y demás productos a base de maíz.
- 	Gusanitos y similares.
- 	Cortezas de cerdo frita.
- 	Garbanzos tostados y habas fritas.
- 	Revueltos orientales, cascaruja, revuelto de frutos secos.","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0117C","0117C","PRODUCTOS DERIVADOS DE LAS PATATAS, MANDIOCA Y OTROS TUBÉRCULOS","",4,"0117","- 	Mandioca, casabe, boniato, yuca, tapioca, cassava, yautía, batata y otras raíces amiláceas frescas, conservadas, precocinadas, congeladas, enlatadas, listas para consumir.
- 	Envases de patata cortada y frita,  para tortilla.
- 	Harinas, copos, sémolas, virutas, purés y otros productos derivados de la patata, mandioca y otros tubérculos que no estén listos para consumir.","Excluye:
- 	Las féculas (tapioca, sagú, patata y otras féculas) (01.1.1.8).
- 	Puré de patatas listo para consumir (01.1.9.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"0118","0118","AZÚCAR, CONFITURAS, MIEL, CHOCOLATE, CONFITERÍA Y HELADOS","",3,"011","","","","","","AYUDACOD_COICOP16"
"01181","01181","AZÚCAR","",4,"0118","- 	Azúcar refinada, azúcar moreno, azúcar de pilón, azúcar glasé, obtenidas de caña y de remolacha. Panela.
- 	Algodón de azúcar.","Excluye:
- 	Los jarabes y melazas (01.1.8.2).
- 	Sacarinas y edulcorantes (01.1.8.6).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01182","01182","CONFITURA, MERMELADA Y MIEL","",4,"0118","- 	Confituras, mermeladas, compotas, gelatinas (excepto en polvo), jaleas, purés y pastas de frutas, dulce de membrillo, miel artificial o no.
- 	Sirope de arce, sirope de ágave, melazas, jarabes y partes de plantas conservados en azúcar.
- 	Cabello de ángel.
- 	Mermeladas sin azúcar vendidas en zona común a mermeladas normales, no dietéticas.","Excluye:
- 	Las gelatinas en polvo (01.1.9.9).
- 	Concentrados para la preparación de bebidas (01.2.2.5).
- 	Sirope de fresa y caramelo líquido (01.1.9.9).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01183","01183","CHOCOLATE","",4,"0118","- 	Chocolate en tableta con leche, fondant, con almendras, arroz inflado...
- 	Sucedáneos de chocolate en tabletas. 
- 	Trufas de chocolate, bombones y chocolatinas rellenas y sin rellenar.
- 	Golosinas, conguitos, Kit-kat, kinder, lacasitos, pasas o almendras cubiertas de chocolate.
- 	Ingredientes culinarios y preparaciones para postres conteniendo al menos el 50% de cacao; cremas de cacao, sirope de chocolate.
- 	Turrón de chocolate (tipo Suchard o de almendras).","Excluye: 
- 	Cacao y chocolate en polvo, o a la taza (01.2.1.4).
- 	Batido de chocolate (01.2.1.4).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01184","01184","CONFITERÍA","",4,"0118","- 	Caramelos, chicles, gominolas, chuches, regaliz, nubes con chocolate y otras golosinas. 
- 	Turrones de todo tipo (excepto de chocolate), mazapanes, guirlaches, polvorones, mantecados, alfajores, pan de higo¿ 
- 	Peladillas, garrapiñadas, almendras confitadas, nueces confitadas, avellanas y otros confitados tales como: frutas escarchadas, frutas de Aragón (frutas escarchadas cubiertas de chocolate).
- 	Dátiles glaseados.","Excluye: 
- 	Turrón de chocolate (tipo Suchard o de almendras) (01.1.8.3).","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01185","01185","HELADOS","",4,"0118","- 	Helados de todo tipo, polos y tartas heladas.
- 	Granizados de sabores.
- 	Flash (líquido de sabores congelado o para congelar).","","K Bisemanal","SI","","AYUDACOD_COICOP16"
"01186","01186","EDULCORANTES ","",4,"0118","- 	Sacarina, stevia y otros edulcorantes.

Nota: A partir de 2016 la cantidad física de los edulcorantes se recoge en gramos.","","Gr Bisemanal","SI","","AYUDACOD_COICOP16"
"0119","0119","PRODUCTOS ALIMENTICIOS NO COMPRENDIDOS ANTERIORMENTE","",3,"011","- 	Sal, especias (pimienta, pimiento, jengibre, etc.), hierbas culinarias (perejil, romero, tomillo, etc.).
- 	Salsas, condimentos, aderezos (mostaza, mayonesa, salsa de tomate, salsa de soja, etc.), vinagre.
- 	Levadura, levadura de panadero, preparaciones para postres, sopas, caldos, ingredientes culinarios, etc.
- 	Alimentos para bebés y productos dietéticos independientemente de la composición.","Excluye:
- 	Postres a base de leche (01.1.4.6).
- 	Leche de soja (01.1.4.6).
- 	Sucedáneos artificiales del azúcar (01.1.8.6).
- 	Preparaciones para postres a base de cacao (01.1.8.3).","","SI","","AYUDACOD_COICOP16"
"01191","01191","SALSAS Y CONDIMENTOS","",4,"0119","- 	Mahonesa, salsa de tomate frito, kétchup, mostaza, vinagre, tabasco, salsa de soja, aderezo de limón, sucedáneos de condimentos¿","Excluye:
- 	Guacamole (01.1.9.4).","Bisemanal","SI","","AYUDACOD_COICOP16"
"01192","01192","SAL, ESPECIAS Y HIERBAS CULINARIAS","",4,"0119","- 	Sal, pimienta, vainilla, canela, pimentón, azafrán, guindilla, comino, jengibre (en bulbo o en polvo), etc.
- 	Algas marinas (si se utilizan como especias).
- 	Hierbas culinarias (estragón, orégano, tomillo, laurel, romero, eneldo, perejil, cilantro, hierbabuena, sésamo, albahaca¿), tanto frescas como secas.
- 	Preparados de varias especias para confeccionar gin-tonics, pudiendo contener algún fruto seco.","Excluye: 
- 	Algas marinas no utilizadas como especias (01.1.7.1 si son frescas; 01.1.7.6 si son secas).","Bisemanal","SI","","AYUDACOD_COICOP16"
"01193","01193","ALIMENTOS PARA BEBÉ","",4,"0119","Se incluyen en general todos los alimentos para bebés independientemente de su contenido y composición.
- 		Leche para bebés líquida o en polvo, leche de crecimiento, cereales para bebés.
- 	Alimentos para bebé preparados a base de carne, pescado, fruta,  hortalizas, legumbres o patatas. 
- 	Alimentos para bebé que contienen cacao.
- 	Yogur ""Mi primer yogur"".","","Bisemanal","SI","","AYUDACOD_COICOP16"
"01194","01194","COMIDAS PREPARADAS ","",4,"0119","Comidas listas para ser consumidas (conservas, alimentos o comidas preparadas en el día o congeladas), con independencia de la composición. Se clasifican en esta categoría cuando el precio solo cubre el coste del producto, es decir, compradas en un supermercado y no adquiridas en casas de ""comidas preparadas"", bares o restaurantes.
- 	Sándwiches o bocadillos adquiridos en supermercados o tiendas de alimentación listas para consumir.
- 	Pollos asados, empanadas, agujas, hornazos y empanadillas de carnes para el consumo directo.
- 	Empanadas de pescado, agujas de pescado directas para consumir, pasteles de pescado (p. ej.: pastel de cabracho), sushi o ceviche listo para consumir.
- 	Empanadas con cualquier relleno.
- 	Croquetas de carne, pescado, queso u hortalizas (hongos...) listas para consumir.
- 	Hojaldritos salados. Rollitos de primavera listos para consumir.
- 	Huevos rellenos listos para consumir.
- 	Oreja y morros fritos. Torreznos fritos
- 	Platos preparados a base de pescado o carne (albóndigas con guisantes, callos, merluza en salsa verde, perdices estofadas, callos preparados¿).
- 	Caldos, cremas y purés (caldo tipo Aneto, sopas, crema de calabaza, crema de calabacín, crema de boletus, puré de patatas¿).
- 	Platos preparados a base de hortalizas y/o legumbres (ensaladilla, menestra de verduras, ensaladilla rusa, humus, guacamole, fabada litoral, gazpacho, salmorejo, pisto, tortilla preparada...) y listos para consumir.
- 	Ensaladas preparadas a base de mezcla de lechuga, verduras, picatostes, queso, atún¿
- 	Arroz preparado listo para consumir, vasitos de arroz tipo Brillante.
- 	Quinoa precocida.","Excluye:
- 	Pizza y quiche (01.1.1.5).
- 	Pasta y cuscús preparados en todas las formas (01.1.1.6).
- 	Sándwiches adquiridos en cafés y bares y los adquiridos en máquinas automáticas (11.1.1.6).
- 	Las preparaciones que incluyen varios ingredientes pero no están listas para consumir sino que se utilizan como base para la preparación de comidas. Preparaciones de carne (01.1.2.8), pescado (01.1.3.6) o verduras (01.1.7.7). 
- 	Si el plato preparado contiene pasta sean cuales sean los otros ingredientes irá a pasta (01.1.1.6).
- 	Pastillas o polvos para caldos y sopas (01.1.9.9).","Bisemanal","SI","","AYUDACOD_COICOP16"
"041","041","ALQUILERES REALES DE LA VIVIENDA","",2,"04","Los alquileres incluyen normalmente el pago por el uso del terreno en la que la propiedad se encuentra, la vivienda ocupada, los dispositivos e instalaciones de calefacción, fontanería, iluminación, etc. y, en el caso de viviendas que se alquilen amuebladas, también el mobiliario.","Excluye: 
- 	Los alquileres de garaje destinados a los ocupantes de la vivienda y  ligados a esta, pudiéndose encontrar tanto fuera como dentro del edificio, así como aquellos en el que el propietario del garaje sea distinta persona del propietario de la vivienda; se separan a 5 dígitos del alquiler de la vivienda, en los nuevos códigos 04.1.2.3 y 04.1.2.4.
- 	Pago por el uso de garajes o estacionamientos que no estén relacionados con la vivienda (07.2.4.1).
- 	Pagos por agua corriente (04.4.1).
- 	Pagos de basuras (04.4.2).
- 	Pagos de saneamiento (04.4.3).
- 	Gastos comunitarios en concepto de conservación, jardinería, limpieza de escaleras, calefacción y alumbrado, conservación de ascensores y puntos de recogida de eliminación, etc., en comunidades de vecinos (04.4.4).
- 	Los gastos de electricidad (04.5.1), gas (04.5.2), resto de combustibles  (04.5.3 y 04.5.4).","","SI","","AYUDACOD_COICOP16"
"0411","0411","ALQUILERES REALES (VIVIENDA PRINCIPAL)","",3,"041","","","","","","AYUDACOD_COICOP16"
"04110","04110","ALQUILERES REALES (VIVIENDA PRINCIPAL)","",4,"0411","- 	Pagos realizados por el inquilino o realquilado para el disfrute de la vivienda principal amueblada o sin amueblar. 
- 	Pagos realizados por los huéspedes que tienen su residencia habitual en pensiones familiares u hoteles, por el disfrute de habitación o habitaciones utilizadas como residencia principal.","Excluye:
- 		Siempre que sea posible: 
¿	El alquiler de garaje tanto el destinado a la vivienda principal (04.1.2.3), como el no destinado a vivienda (07.2.4.1). 
¿	Los pagos de agua fría y caliente, energía eléctrica, gas ciudad, gas natural, teléfono, calefacción colectiva, recogida de basuras, otras tasas y contribuciones de la vivienda, tasas de alcantarillado (04.4.1, 04.4.2, 04.4.3...).
¿	Gastos comunitarios (04.4.4.1).
¿	Alquiler de trasteros ligados a la vivienda principal (04.1.2.9).
- 	Siempre se excluye:
¿	Alojamiento por motivo de enseñanza de algún miembro del hogar en residencias o internados (11.2.0.3). 
¿	Alquileres en pisos de estudiantes (04.1.2.2).
¿	Residencias de ancianos (12.4.0.2).","Último Recibo","SI","","AYUDACOD_COICOP16"
"0412","0412","OTROS ALQUILERES REALES","",3,"041","","","","","","AYUDACOD_COICOP16"
"04121","04121","ALQUILERES REALES (OTRAS VIVIENDAS NO VACACIONALES, NI POR MOTIVOS DE ENSEÑANZA)","",4,"0412","
- 	Pagos realizados por el inquilino o realquilado para el disfrute de otras viviendas, cuando el motivo del alquiler no sean vacaciones de menos de tres meses de duración ni los estudios.
- 	Alquileres de viviendas por motivos vacacionales si el periodo de alquiler es mayor o igual que 3 meses.

Se incluyen los mismos conceptos especificados en 04.1.1.0 pero para otras viviendas no vacacionales ni por motivos de enseñanza.","Excluye:
- 	Los bienes y servicios especificados en el código 04.1.1.0 para la vivienda principal.
- 	Los alquileres reales de duración inferior a 3 meses y que sean con fines vacacionales (11.2.0.4).
- 	Viviendas alquiladas por el hogar, distinta de la principal, cuando el motivo del alquiler son los estudios de algún miembro del hogar (04.1.2.2).
- 	Alojamiento por motivo de enseñanza de algún miembro del hogar en residencias o internados (11.2.0.3).
- 	Alquileres en pisos de estudiantes (04.1.2.2).
- 	Alquiler de garajes tanto los destinado a otra vivienda distinta de la principal (04.1.2.4) como los no destinados a vivienda (07.2.4.1), siempre que sea posible desglosarlo del alquiler de la vivienda.
- 	Alquiler de trasteros no ligados a la vivienda principal (04.1.2.9), siempre que sea posible desglosarlo del alquiler de la vivienda.","Último Recibo","SI","","AYUDACOD_COICOP16"
"04122","04122","ALQUILERES REALES (OTRAS VIVIENDAS POR MOTIVOS DE ENSEÑANZA) ","",4,"0412","- 	Pagos realizados por el inquilino o realquilado para el disfrute de otras viviendas amuebladas o sin amueblar cuando el alquiler tenga como motivo los estudios en un lugar distinto a la residencia del hogar. 

Se incluyen los mismos conceptos especificados en 04.1.1.0 pero para otras viviendas que se alquilan por motivos de enseñanza.","Excluye:
- 	Alojamiento por motivo de enseñanza de algún miembro del hogar en residencias de estudiantes o internados (11.2.0.3).
- 	Las plazas de garaje tanto las destinadas a vivienda por motivos de enseñanza (04.1.2.4) como las no destinadas a viviendas (07.2.4.1).
- 	Los trasteros no ligados a la vivienda principal (04.1.2.9).","Último Recibo","SI","","AYUDACOD_COICOP16"
"04123","04123","ALQUILERES DE GARAJE (VIVIENDA PRINCIPAL) ","",4,"0412","- 	Alquiler de garaje para proporcionar aparcamiento en conexión con la vivienda principal, independientemente del régimen de tenencia de la misma. El garaje no tiene por qué estar físicamente contiguo a la vivienda, ni haber sido alquilado al mismo propietario.","Excluye:
- 	Pago por el uso de garajes o estacionamientos relacionados con otras viviendas distintas de la principal (04.1.2.4) y los no relacionados con viviendas (07.2.4.1).","Último Recibo","SI","","AYUDACOD_COICOP16"
"04124","04124","ALQUILERES DE GARAJE  (OTRAS VIVIENDAS) ","",4,"0412","- 	Alquiler de garaje para proporcionar aparcamiento en conexión con otra vivienda distinta de la principal, independientemente del régimen de tenencia de la misma. El garaje no tiene por qué estar físicamente contiguo a la vivienda, ni haber sido alquilado al mismo propietario.","Excluye:
- 	Pago por el uso de garajes o estacionamientos relacionados con la vivienda principal (04.1.2.3) y los no relacionados con viviendas (07.2.4.1).","Último Recibo","SI","","AYUDACOD_COICOP16"
"04129","04129"," OTROS ALQUILERES","",4,"0412","- 	Los alquileres de trasteros (ligados y no ligados a viviendas).
- 	Alquiler de locales, para fiestas de cumpleaños, sociedades gastronómicas, etc.","Excluye:
- 	Pago por el uso de garajes o estacionamientos que no estén relacionados con la vivienda (07.2.4.1).
- 	Servicios de mudanza y guardamuebles (07.3.6.2).","Último Recibo","SI","","AYUDACOD_COICOP16"
"042","042","ALQUILERES IMPUTADOS DE LA VIVIENDA","",2,"04","","","","","","AYUDACOD_COICOP16"
"0421","0421","ALQUILERES IMPUTADOS A LA VIVIENDA PRINCIPAL EN PROPIEDAD","",3,"042","","","","","","AYUDACOD_COICOP16"
"04330","04330","CONSUMO INTERMEDIO","",4,"0433","- 	Gastos de adquisición de materiales y servicios para la reparación y mantenimiento de cualquier vivienda de su propiedad destinados a conservar su estado, que no afectan a la calidad, la capacidad o a la duración de vida prevista para la vivienda y que no suelen ser realizados por el inquilino (cambios de puertas y ventanas, reformas de cuartos de baño o cocinas sin movimientos de tabiques, pinturas de paredes, grandes reparaciones de fontanería, electricidad, cristalería..., reparación de tejados, servicios de decoración, expedición de certificado de eficiencia energética con fines de alquiler, etc.; derramas comunitarias para este tipo de reparaciones corrientes en el edificio o urbanización donde se ubica la vivienda).
- 	Inspección Técnica de Edificios (ITE).","","Anual","SI","","AYUDACOD_COICOP16"
"0434","0434","INVERSIÓN","",3,"043","","","","","","AYUDACOD_COICOP16"
